Ticker,TieneCedear,TickerCedearARS,TickerCedearCCL,CedearsPorAccionUSA,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
DHR,False,,,,Danaher Corporation,Healthcare,Diagnostics & Research,CORE,S&P 500,140718948352.0,0.986,0.07053,BALANCEADO,1,195.15,50.48,199.39,209.59,True,True,False,39.61,2.68,7834999808.0,3600000000.0,37.49,2.51,261.36,33.93,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.32,7,7,0,BAJA
PATH,False,,,,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,5677437440.0,1.025,0.14374,BALANCEADO,1,10.57,45.82,11.2,13.21,True,True,False,20.42,2.74,75536000.0,282329984.0,3.9,1.08,13.8,30.61,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.41,6,6,1,BAJA
ACN,False,,,,Accenture plc,Technology,Information Technology Services,CORE,S&P 500,120262180864.0,1.236,0.24763,AGRESIVO,1,197.29,49.14,205.14,245.9,True,True,False,16.02,3.85,12735312896.0,7648264192.0,25.47,0.66,252.0,27.73,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.41,6,7,0,BAJA
CEG,False,,,,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,106853376000.0,1.188,0.16364,BALANCEADO,1,293.92,50.2,297.02,327.86,True,True,False,39.91,6.35,5632000000.0,2319000064.0,63.94,1.69,373.3,27.01,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.17,8,6,1,BAJA
SYK,False,,,,Stryker Corporation,Healthcare,Medical Devices,CORE,S&P 500,131363602432.0,0.926,0.15079,BALANCEADO,1,344.86,52.62,353.48,368.05,True,True,False,40.83,5.85,6949000192.0,3246000128.0,72.97,2.35,420.62,21.97,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.32,7,7,0,BAJA
EW,False,,,,Edwards Lifesciences Corporation,Healthcare,Medical Devices,CORE,S&P 500,45511487488.0,0.945,0.10353,BALANCEADO,1,81.14,51.91,81.29,80.81,False,True,True,43.29,4.4,1794499968.0,1060099968.0,6.82,0.39,96.78,19.27,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.32,7,7,0,BAJA
EMR,False,,,,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,79172132864.0,1.278,0.09646,AGRESIVO,1,145.29,61.18,141.27,137.65,True,False,True,34.51,3.9,5878000128.0,2304999936.0,69.28,2.39,164.17,12.99,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,8,-1,BAJA
GOOGL,False,,,,Alphabet Inc.,Communication Services,Internet Content & Information,CORE,S&P 500,4079834365952.0,1.128,0.35705003,BALANCEADO,1,338.09,71.12,307.8,272.5,True,False,True,31.17,9.82,150175006720.0,132169998336.0,16.13,0.45,375.93,11.19,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.67,4,7,0,BAJA
AAPL,False,,,,Apple Inc.,Technology,Consumer Electronics,CORE,Dow Jones,3906855501824.0,1.109,1.5202099,BALANCEADO,1,271.61,65.27,260.59,252.15,True,False,True,33.69,44.32,152901992448.0,117776998400.0,102.63,0.59,296.33,9.1,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.41,6,7,0,BAJA
COST,False,,,,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,436501184512.0,0.978,0.29650998,BALANCEADO,1,987.56,47.35,994.65,949.09,False,True,True,51.22,26.38,13459999744.0,8549000192.0,60.26,0.76,1067.94,8.14,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.75,3,7,0,BAJA
UPS,False,,,,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,CORE,S&P 500,87822188544.0,1.098,0.33772,BALANCEADO,1,107.24,67.48,105.8,97.18,True,False,True,15.76,5.41,12211999744.0,5571999744.0,175.88,2.34,112.71,5.1,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,8,-1,BAJA
PM,False,,,,Philip Morris International Inc.,Consumer Defensive,Tobacco,CORE,S&P 500,246840033280.0,0.451,,DEFENSIVO,-1,156.54,37.04,172.02,165.07,True,True,True,21.82,-24.67,18722000896.0,11315999744.0,,2.65,195.17,24.68,4,3,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.75,3,6,0,BAJA
LLY,False,,,,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,CORE,S&P 500,808891121664.0,0.504,1.01159,DEFENSIVO,-1,925.75,46.36,973.32,905.36,True,True,True,39.35,30.48,31693000704.0,20640000000.0,165.31,1.38,1209.69,30.67,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.32,7,6,0,BAJA
COP,False,,,,ConocoPhillips,Energy,Oil & Gas E&P,CORE,S&P 500,146552356864.0,0.192,0.12357,DEFENSIVO,-1,113.83,35.32,119.27,99.96,False,True,True,18.85,2.28,24160999424.0,7960999936.0,37.83,1.01,135.78,19.28,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,4,2,BAJA
