Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,332302155776.0,0.361,0.43323,DEFENSIVO,-1,77.21,53.79,77.34,71.41,True,True,True,25.4,16078000128.0,13107000320.0,139.79,83.67,8.37,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,0,6,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,413618569216.0,1.597,0.57572,AGRESIVO,1,143.82,43.29,152.07,217.25,True,True,False,25.82,27441000448.0,16188000256.0,415.26,246.46,71.37,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,0,6,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,226973007872.0,0.685,0.35158002,DEFENSIVO,0,241.83,43.58,258.74,277.0,True,True,False,21.69,16117999616.0,10570999808.0,197.33,313.4,29.59,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,0,6,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,453376180224.0,0.831,2.09915,BALANCEADO,1,508.09,52.28,515.74,552.29,True,True,False,30.73,20544000000.0,14968000512.0,256.04,657.11,29.33,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,595725713408.0,0.799,0.53954,DEFENSIVO,0,308.98,52.16,314.5,335.87,True,True,False,29.01,28987000832.0,20592001024.0,54.61,395.26,27.92,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,377210404864.0,1.963,0.07082,ESPECULATIVO,0,231.34,64.52,209.8,198.34,True,False,True,88.64,6744999936.0,4268999936.0,6.36,289.35,25.07,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.18,3,0,6,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,334361067520.0,1.085,1.45541,BALANCEADO,1,335.7,47.9,358.76,373.23,True,True,False,23.61,25010999296.0,14156000256.0,514.39,408.18,21.59,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.5,2,0,6,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1012694450176.0,0.661,0.21847,DEFENSIVO,0,127.03,56.56,124.95,109.72,True,False,True,46.53,44027998208.0,21892999168.0,64.44,136.02,7.08,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,0,6,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,558401847296.0,1.382,0.50458,AGRESIVO,1,1422.1,56.81,1391.63,1060.88,True,False,True,49.93,12266399744.0,9609400320.0,23.92,1490.9,4.84,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.18,3,0,6,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,457141125120.0,0.978,0.29650998,BALANCEADO,1,1030.05,66.75,990.71,949.05,True,False,True,53.5,13459999744.0,8549000192.0,60.26,1067.59,3.64,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,0,6,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,102946021376.0,1.188,0.16364,BALANCEADO,1,284.15,44.57,294.86,328.76,False,True,False,38.45,5632000000.0,2319000064.0,63.94,373.3,31.37,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,0,6,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2370431614976.0,1.383,0.22286,AGRESIVO,1,220.82,60.35,213.71,224.6,True,False,False,30.84,145730994176.0,77669998592.0,43.44,281.27,27.38,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.5,2,0,6,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,211089850368.0,0.41,0.42848,DEFENSIVO,-1,154.43,45.98,159.82,148.02,True,True,True,25.69,18173999104.0,8240000000.0,258.08,170.35,10.31,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,0,5,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8627236864.0,0.943,-0.12236,BALANCEADO,1,49.71,40.17,62.8,85.57,True,True,False,,-138772000.0,-105663000.0,0.1,91.03,83.12,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,0,5,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,360437874688.0,1.519,0.43526,AGRESIVO,1,770.23,63.86,717.37,555.36,True,False,True,40.88,13960999936.0,8883999744.0,206.67,742.18,-3.64,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,0,5,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,421113593856.0,1.669,0.42762002,AGRESIVO,0,99.28,66.22,89.0,106.78,True,False,False,39.24,13659992064.0,10981200896.0,63.78,113.9,14.72,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,0,5,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39684763648.0,2.205,-0.18837999,ESPECULATIVO,-1,68.93,50.69,71.11,58.57,True,True,True,,-185512992.0,-198208992.0,15.39,87.4,26.79,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,0,4,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,64732176384.0,2.464,0.21993999,ESPECULATIVO,-1,71.89,47.0,77.78,107.55,True,True,False,35.07,,1883000064.0,136.04,111.2,54.68,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,219626029056.0,0.532,,DEFENSIVO,-1,307.77,40.51,321.34,308.94,False,True,True,25.75,14593999872.0,8562999808.0,,344.85,12.05,2,3,4,PULLBACK,EVITAR,NULA,0,6.5,2,0,4,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,278111879168.0,0.408,0.12538,DEFENSIVO,-1,306.37,65.96,282.5,312.45,True,False,False,23.16,21624999936.0,12056000512.0,81.62,359.77,17.43,1,4,4,SIN SETUP,EVITAR,NULA,0,3.33,9,0,4,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,830092673024.0,1.043,0.16134001,BALANCEADO,1,307.77,64.47,299.02,302.81,True,False,False,15.37,,55680999424.0,,337.04,9.51,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,385595342848.0,0.587,0.07231,DEFENSIVO,-1,192.85,44.03,190.03,163.19,False,False,True,29.09,37631000576.0,12298999808.0,24.32,203.54,5.54,1,4,4,SIN SETUP,EVITAR,NULA,0,3.5,8,0,4,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38877974528.0,,,SIN DATO,0,478.54,58.29,480.5,468.06,True,True,True,23.46,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,1.9,10,0,3,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8463147008.0,,-0.89481,SIN DATO,0,47.34,44.75,52.47,67.95,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,59.33,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,649181790208.0,0.288,0.110810004,DEFENSIVO,-1,155.8,45.8,153.28,124.5,False,False,True,23.25,59385999360.0,28843999232.0,18.94,160.29,2.88,1,3,3,SIN SETUP,EVITAR,NULA,0,3.5,8,0,3,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,580279533568.0,0.329,0.35029998,DEFENSIVO,-1,240.79,51.44,240.1,199.75,False,False,True,21.81,33835999232.0,26804000768.0,60.5,241.25,0.19,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1276383360.0,2.07,-0.55012,ESPECULATIVO,-1,8.78,47.91,9.65,16.0,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.43,2,1,2,PULLBACK,EVITAR,NULA,0,6.18,3,0,2,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,619567120384.0,,,SIN DATO,0,675.06,57.89,674.9,663.6,True,False,True,26.76,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,237711507456.0,,,SIN DATO,0,604.7,57.63,601.47,595.94,True,False,True,31.95,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,73081430016.0,,,SIN DATO,0,259.98,59.86,256.47,243.53,True,False,True,18.83,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45407338496.0,,,SIN DATO,0,60.34,60.13,59.07,54.29,True,False,True,16.78,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38509527040.0,,,SIN DATO,0,141.55,58.75,139.19,138.74,True,False,True,33.65,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,70.2,50.58,71.44,77.42,True,True,False,46.23,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,421650202624.0,,,SIN DATO,0,678.38,58.25,677.84,666.64,True,False,True,26.77,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,45192626176.0,,,SIN DATO,0,51.15,60.33,51.09,52.7,True,False,False,17.25,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,0,1,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10830302208.0,,,SIN DATO,0,58.1,47.93,56.23,47.38,False,False,True,22.39,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,0,1,IGNORAR
