Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
UBER,"Uber Technologies, Inc.",Technology,Software - Application,CORE,S&P 500,150057238528.0,1.206,0.39925998,AGRESIVO,1,72.91,50.15,73.45,86.38,True,True,False,15.41,5.58,6312000000.0,10053000192.0,43.81,1.95,103.68,42.2,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,0.0,7.0,BAJA
PATH,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,5347496960.0,1.025,0.14374,BALANCEADO,1,10.0,38.92,11.31,13.25,False,True,False,19.23,2.58,75536000.0,282329984.0,3.9,1.08,13.8,38.05,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,7.0,0.0,BAJA
ACN,Accenture plc,Technology,Information Technology Services,CORE,S&P 500,117141921792.0,1.236,0.24763,AGRESIVO,1,190.34,42.44,208.42,247.46,True,True,False,15.59,3.75,12735312896.0,7648264192.0,25.47,0.66,252.0,32.39,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,0.0,7.0,BAJA
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,CORE,S&P 500,140499566592.0,0.986,0.07053,BALANCEADO,1,198.53,55.19,200.84,209.64,True,True,False,39.47,2.67,7834999808.0,3600000000.0,37.49,2.51,261.36,31.65,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.68,5,0.0,7.0,BAJA
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,CORE,S&P 500,80226172928.0,1.148,0.055430003,BALANCEADO,1,418.8,52.75,421.68,484.16,True,True,False,64.23,2.62,1615056000.0,1105394944.0,35.58,6.73,535.68,27.91,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,0.0,7.0,BAJA
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,127058731008.0,1.204,0.13087,AGRESIVO,1,425.23,48.18,429.45,495.77,True,True,False,28.99,4.08,7644000256.0,4471000064.0,37.91,1.79,538.52,26.64,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,0.0,7.0,BAJA
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,78004854784.0,1.446,0.62078,AGRESIVO,1,438.22,47.96,445.65,486.43,True,True,False,32.06,19.19,3736999936.0,2459000064.0,176.81,1.99,544.95,24.36,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,0.0,7.0,BAJA
SYK,Stryker Corporation,Healthcare,Medical Devices,CORE,S&P 500,132439785472.0,0.926,0.15079,BALANCEADO,1,345.81,53.69,354.78,368.86,True,True,False,41.17,5.9,6949000192.0,3246000128.0,72.97,2.35,420.62,21.63,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.68,5,0.0,7.0,BAJA
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,CORE,S&P 500,141879115776.0,1.279,0.2148,AGRESIVO,1,132.84,53.74,135.5,157.47,True,True,False,26.78,6.18,13763999744.0,5365000192.0,64.22,1.08,154.93,16.63,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,0.0,7.0,BAJA
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,81387610112.0,1.278,0.09646,AGRESIVO,1,144.74,62.63,141.92,137.53,True,False,True,35.56,4.01,5878000128.0,2304999936.0,69.28,2.39,164.17,13.42,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,6,0.0,7.0,BAJA
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,CORE,S&P 500,4027212365824.0,1.128,0.35705003,BALANCEADO,1,332.91,69.55,307.9,270.1,True,False,True,30.82,9.69,150175006720.0,132169998336.0,16.13,0.45,375.93,12.92,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.56,1,7.0,0.0,BAJA
GE,GE Aerospace,Industrials,Aerospace & Defense,CORE,S&P 500,335341158400.0,1.428,0.44692,AGRESIVO,1,317.92,58.67,312.48,295.8,True,False,True,39.49,17.85,10702999552.0,8600999936.0,114.07,2.01,352.75,10.96,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,6,0.0,7.0,BAJA
ADI,"Analog Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,170187980800.0,1.053,0.07862,BALANCEADO,1,348.6,65.4,329.04,271.95,True,False,True,63.85,5.04,5459077120.0,2706852096.0,25.75,1.59,386.59,10.9,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,0.0,7.0,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,432683909120.0,0.978,0.29650998,BALANCEADO,1,974.8,41.92,993.95,949.1,False,True,True,50.72,26.15,13459999744.0,8549000192.0,60.26,0.76,1067.94,9.55,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.88,2,7.0,0.0,BAJA
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,CORE,S&P 500,88313126912.0,1.286,0.15869,AGRESIVO,1,370.12,56.86,365.97,282.49,True,False,True,19.75,2.97,11559999488.0,4477000192.0,140.99,3.64,403.07,8.9,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,6,0.0,7.0,BAJA
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,CORE,S&P 500,44176248832.0,1.411,0.25732002,AGRESIVO,1,47.98,60.39,44.47,60.86,True,False,False,8.87,2.18,6648999936.0,5232999936.0,60.7,1.85,53.0,10.46,1,5,7,SIN SETUP,SEGUIMIENTO,BAJA,4,5.3,8,0.0,7.0,BAJA
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,CORE,S&P 500,212516257792.0,0.422,0.18177,DEFENSIVO,-1,190.0,26.86,209.45,219.2,False,True,False,19.55,3.55,32821000192.0,10992000000.0,208.85,3.77,268.68,41.41,4,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.56,1,0.0,6.0,BAJA
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,CORE,S&P 500,826129186816.0,0.504,1.01159,DEFENSIVO,-1,923.03,43.86,981.73,903.34,True,True,True,40.2,31.13,31693000704.0,20640000000.0,165.31,1.38,1209.69,31.06,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,CORE,S&P 500,79872376832.0,0.397,0.14864999,DEFENSIVO,-1,755.51,48.67,766.15,671.27,True,True,True,18.21,2.48,4245700096.0,4504900096.0,9.51,0.7,875.45,15.88,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,Dow Jones,337966071808.0,0.403,0.31562,DEFENSIVO,-1,144.4,43.38,152.74,151.48,True,True,True,21.39,6.42,24764999680.0,16161999872.0,68.72,1.48,164.95,14.23,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.88,2,6.0,0.0,BAJA
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,CORE,S&P 500,174327054336.0,0.404,0.40655,DEFENSIVO,-1,140.45,49.12,144.82,125.39,True,True,True,20.72,7.68,14577000448.0,8510000128.0,112.92,1.75,157.86,12.39,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,372445216768.0,0.587,0.07231,DEFENSIVO,-1,186.98,39.11,191.44,164.08,False,True,True,28.16,1.99,37631000576.0,12298999808.0,24.32,1.24,207.96,11.22,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.33,7,6.0,0.0,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,Dow Jones,326728286208.0,0.361,0.43323,DEFENSIVO,-1,75.91,45.82,77.61,71.55,True,True,True,24.97,10.15,16078000128.0,13107000320.0,139.79,2.98,83.67,10.22,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.88,2,6.0,0.0,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,620158648320.0,0.288,0.110810004,DEFENSIVO,-1,149.2,37.68,154.35,125.36,False,True,True,22.27,2.4,59385999360.0,28843999232.0,18.94,0.85,162.71,9.05,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.33,7,6.0,0.0,BAJA
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,78459568128.0,1.145,0.93718004,BALANCEADO,1,272.24,55.12,277.13,260.55,True,True,True,25.95,24.36,4655000064.0,3065999872.0,285.52,1.98,275.88,1.34,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.64,6,0.0,6.0,BAJA
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,CORE,S&P 500,165942378496.0,1.679,0.16690001,AGRESIVO,0,467.22,48.49,480.91,504.19,True,True,False,59.52,9.31,3558000128.0,2856000000.0,0.95,0.05,599.24,28.26,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,S&P 500,457945481216.0,0.831,2.09915,BALANCEADO,1,513.14,55.22,513.72,551.43,True,True,False,31.04,59.3,20544000000.0,14968000512.0,256.04,0.97,657.11,28.06,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,6.0,0.0,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,Dow Jones,225480933376.0,0.685,0.35158002,DEFENSIVO,0,240.28,45.39,253.58,275.9,True,True,False,21.59,6.9,16117999616.0,10570999808.0,197.33,4.01,307.48,27.97,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,6.0,0.0,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,Dow Jones,600391483392.0,0.799,0.53954,DEFENSIVO,0,311.4,54.79,313.05,335.11,True,True,False,29.27,15.54,28987000832.0,20592001024.0,54.61,0.73,394.86,26.8,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,6.0,0.0,BAJA
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CORE,S&P 500,51125997568.0,0.974,0.65992,BALANCEADO,1,121.11,54.49,122.16,134.73,True,True,False,20.12,15.45,4065999872.0,2672999936.0,279.59,2.29,151.0,24.68,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
CI,The Cigna Group,Healthcare,Healthcare Plans,CORE,S&P 500,72831852544.0,0.272,0.1513,DEFENSIVO,-1,272.65,50.78,276.13,284.38,True,True,False,12.3,1.72,12046999552.0,5957000192.0,75.14,2.61,338.79,24.26,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,CORE,S&P 500,252188999680.0,1.056,0.11732,BALANCEADO,1,81.73,49.81,83.32,84.47,True,True,False,13.06,1.54,,20284999680.0,,,98.62,20.67,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,Dow Jones,341328723968.0,1.085,1.45541,BALANCEADO,1,342.69,52.66,355.94,372.82,True,True,False,24.08,26.64,25010999296.0,14156000256.0,514.39,2.64,408.21,19.12,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.82,4,6.0,0.0,BAJA
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,74120495104.0,1.345,0.04318,AGRESIVO,1,79.46,61.07,77.67,68.54,True,False,True,24.3,1.18,17628999680.0,3180000000.0,208.3,7.46,94.46,18.88,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.82,4,0.0,6.0,BAJA
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,115271221248.0,0.327,0.40448,DEFENSIVO,-1,196.74,43.86,203.75,225.61,True,True,False,10.23,3.8,14814000128.0,11308000256.0,23.42,0.48,229.81,16.81,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
MU,"Micron Technology, Inc.",Technology,Semiconductors,CORE,S&P 500,525140623360.0,1.606,0.39823002,AGRESIVO,0,465.66,66.11,403.79,253.23,True,False,True,21.97,7.25,36802998272.0,24110999552.0,14.9,0.29,533.73,14.62,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,1366496772096.0,1.915,0.049250003,ESPECULATIVO,0,364.16,45.86,391.7,397.67,True,True,False,337.19,16.63,10503000064.0,3793999872.0,17.76,1.4,415.3,14.04,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.82,4,6.0,0.0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,415868911616.0,1.963,0.07082,ESPECULATIVO,0,255.07,73.74,209.61,200.49,True,False,True,97.35,6.6,6744999936.0,4268999936.0,6.36,0.59,289.35,13.44,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,6.0,0.0,BAJA
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,CORE,S&P 500,161016365056.0,0.992,0.19566,BALANCEADO,1,596.12,54.36,592.68,511.76,True,False,True,33.62,6.12,8588000256.0,4814000128.0,376.02,5.64,665.1,11.57,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,6,0.0,6.0,BAJA
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,55758680064.0,0.224,0.39518002,DEFENSIVO,-1,214.84,60.0,208.07,204.08,True,False,True,5.65,1.95,12494999552.0,10165000192.0,25.09,0.61,239.43,11.45,2,5,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,CORE,S&P 500,1029992153088.0,0.699,0.09809,DEFENSIVO,0,477.54,43.77,489.47,490.35,True,True,False,15.39,0.0,110593998848.0,66967998464.0,18.81,1.22,523.0,9.52,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,CORE,S&P 500,77293355008.0,0.695,0.13904001,DEFENSIVO,0,51.49,55.82,49.79,40.17,True,False,True,21.91,2.95,7733000192.0,3374000128.0,45.98,1.62,55.61,8.0,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.33,7,0.0,6.0,BAJA
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,CORE,S&P 500,313983827968.0,1.637,0.38863,AGRESIVO,0,395.64,64.24,353.62,256.12,True,False,True,40.66,14.46,8888999936.0,7839000064.0,33.11,0.81,421.88,6.63,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,CORE,S&P 500,156051357696.0,1.164,0.21525998,BALANCEADO,1,401.78,67.09,369.48,359.15,True,False,True,38.45,8.02,6310000128.0,4087000064.0,54.88,1.69,410.2,2.1,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,6,0.0,6.0,BAJA
TXN,Texas Instruments Incorporated,Technology,Semiconductors,CORE,S&P 500,199273103360.0,0.994,0.30148,BALANCEADO,1,218.87,69.41,206.71,190.51,True,False,True,40.23,12.2,8044000256.0,4973000192.0,90.82,1.84,222.96,1.87,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,596173717504.0,1.382,0.50458,AGRESIVO,1,1518.3,64.47,1395.41,1074.57,True,False,True,52.45,25.78,12266399744.0,9609400320.0,23.92,0.38,1510.7,-0.5,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,6.0,0.0,BAJA
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,CORE,S&P 500,235968806912.0,1.435,1.00726,AGRESIVO,1,1795.91,73.28,1492.61,1203.16,True,False,True,52.34,43.09,5742102016.0,4557986816.0,111.78,1.06,1688.03,-6.01,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
DDOG,"Datadog, Inc.",Technology,Software - Application,CORE,S&P 500,39125340160.0,1.294,0.03343,AGRESIVO,1,110.57,40.9,119.29,138.74,False,True,False,356.68,10.44,7529000.0,107741000.0,34.27,169.88,181.37,64.03,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,CORE,Dow Jones,2920969142272.0,1.107,0.34390998,BALANCEADO,1,393.01,57.68,392.16,473.11,True,False,False,24.58,7.47,175258992640.0,119262003200.0,31.54,0.7,585.41,48.95,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.83,3,7.0,-1.0,BAJA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,93316284416.0,1.492,0.35985002,AGRESIVO,1,1840.66,60.67,1814.37,2134.03,True,False,False,46.73,13.83,4019000064.0,1996999936.0,169.24,2.84,2490.27,35.29,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.82,4,6.0,0.0,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1675805196288.0,1.309,0.30238,AGRESIVO,1,662.49,64.85,630.45,682.03,True,False,False,28.22,7.72,101891997696.0,60458000384.0,39.16,0.84,855.68,29.16,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.56,1,6.0,0.0,BAJA
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,CORE,S&P 500,80721035264.0,1.041,0.21855,BALANCEADO,1,292.37,54.2,288.46,321.23,True,False,False,72.01,14.52,1908109056.0,1108888064.0,48.71,1.4,371.68,27.13,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.83,3,0.0,6.0,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,107460214784.0,1.188,0.16364,BALANCEADO,1,296.61,52.06,295.06,328.17,True,False,False,40.03,6.38,5632000000.0,2319000064.0,63.94,1.69,373.3,25.85,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,4.67,9,6.0,0.0,BAJA
DIS,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,181931769856.0,1.441,0.12024,AGRESIVO,1,102.59,60.56,101.67,110.83,True,False,False,15.11,1.68,19306000384.0,12252000256.0,40.91,2.42,128.39,25.15,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.56,1,6.0,0.0,BAJA
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,CORE,S&P 500,196108320768.0,0.972,0.13024001,BALANCEADO,1,527.71,64.32,506.11,522.03,True,False,False,29.75,3.72,11137999872.0,6704000000.0,77.25,3.71,654.6,24.05,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.68,5,0.0,6.0,BAJA
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,92027633664.0,1.043,0.11885,BALANCEADO,1,162.05,51.56,160.53,166.22,True,False,False,28.08,3.18,6176000000.0,3315000064.0,70.08,3.29,197.87,22.1,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
BLK,"BlackRock, Inc.",Financial Services,Asset Management,CORE,S&P 500,164099440640.0,1.493,0.107159995,AGRESIVO,1,1055.02,66.15,1016.82,1083.56,True,False,False,29.87,2.93,9685999616.0,5552999936.0,24.37,1.55,1225.06,16.12,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.3,8,0.0,6.0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2678023782400.0,1.383,0.22286,AGRESIVO,1,249.02,76.33,213.56,225.16,True,False,False,34.73,6.5,145730994176.0,77669998592.0,43.44,1.23,281.18,12.91,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.82,4,6.0,0.0,BAJA
TGT,Target Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,54138888192.0,1.032,0.24034001,BALANCEADO,1,119.55,52.01,116.99,101.82,False,False,True,14.7,3.35,8072000000.0,3704999936.0,125.52,2.51,124.72,4.32,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.88,2,0.0,6.0,BAJA
