Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,371030982656.0,0.587,0.07231,DEFENSIVO,-1,186.27,38.44,191.42,164.08,False,True,True,28.05,1.98,37631000576.0,12298999808.0,24.32,1.24,207.96,11.64,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,6,0,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,Dow Jones,328342339584.0,0.361,0.43323,DEFENSIVO,-1,76.29,47.68,77.62,71.55,True,True,True,25.09,10.2,16078000128.0,13107000320.0,139.79,2.98,83.67,9.67,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.2,2,6,0,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,616823062528.0,0.288,0.110810004,DEFENSIVO,-1,148.4,36.83,154.34,125.35,False,True,True,22.15,2.39,59385999360.0,28843999232.0,18.94,0.85,162.71,9.64,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,6,0,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,S&P 500,455705460736.0,0.831,2.09915,BALANCEADO,1,510.63,53.87,513.67,551.42,True,True,False,30.89,59.01,20544000000.0,14968000512.0,256.04,0.97,657.11,28.69,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,4.75,7,6,0,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,Dow Jones,224490913792.0,0.685,0.35158002,DEFENSIVO,0,239.23,44.38,253.56,275.9,True,True,False,21.49,6.87,16117999616.0,10570999808.0,197.33,4.01,307.48,28.53,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,Dow Jones,598849093632.0,0.799,0.53954,DEFENSIVO,0,310.6,53.94,313.03,335.1,True,True,False,29.19,15.5,28987000832.0,20592001024.0,54.61,0.73,394.86,27.13,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,4.75,7,6,0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,Dow Jones,340347617280.0,1.085,1.45541,BALANCEADO,1,341.71,51.98,355.92,372.82,True,True,False,24.01,26.56,25010999296.0,14156000256.0,514.39,2.64,408.21,19.46,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,1364459257856.0,1.915,0.049250003,ESPECULATIVO,0,363.6,45.57,391.69,397.67,True,True,False,336.69,16.61,10503000064.0,3793999872.0,17.76,1.4,415.3,14.22,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,413146120192.0,1.963,0.07082,ESPECULATIVO,0,253.4,73.2,209.58,200.48,True,False,True,96.72,6.56,6744999936.0,4268999936.0,6.36,0.59,289.35,14.19,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,595443318784.0,1.382,0.50458,AGRESIVO,1,1516.44,64.33,1395.37,1074.56,True,False,True,52.38,25.75,12266399744.0,9609400320.0,23.92,0.38,1510.52,-0.39,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,93180411904.0,1.492,0.35985002,AGRESIVO,1,1837.98,60.42,1814.32,2134.02,True,False,False,46.66,13.81,4019000064.0,1996999936.0,169.24,2.84,2490.27,35.49,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1671444561920.0,1.309,0.30238,AGRESIVO,1,660.83,64.54,630.42,682.02,True,False,False,28.14,7.7,101891997696.0,60458000384.0,39.16,0.84,855.68,29.49,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,6,0,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,107311677440.0,1.188,0.16364,BALANCEADO,1,296.2,51.85,295.05,328.17,True,False,False,39.97,6.37,5632000000.0,2319000064.0,63.94,1.69,373.3,26.03,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.5,6,7,-1,BAJA
DIS,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,181915090944.0,1.441,0.12024,AGRESIVO,1,102.58,60.54,101.66,110.83,True,False,False,15.11,1.68,19306000384.0,12252000256.0,40.91,2.42,128.39,25.16,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,6,0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2676625768448.0,1.383,0.22286,AGRESIVO,1,248.88,76.28,213.56,225.16,True,False,False,34.71,6.5,145730994176.0,77669998592.0,43.44,1.23,281.18,12.98,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,Dow Jones,214962946048.0,0.532,,DEFENSIVO,-1,302.41,35.64,320.62,309.28,False,True,True,25.33,-120.05,14593999872.0,8562999808.0,,3.76,344.79,14.01,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,5,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,S&P 500,213358985216.0,0.41,0.42848,DEFENSIVO,-1,156.09,49.44,160.36,148.57,True,True,True,26.01,10.46,18173999104.0,8240000000.0,258.08,2.92,170.06,8.95,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.2,2,5,0,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,9959376896.0,0.943,-0.12236,BALANCEADO,1,57.38,54.0,60.09,85.48,True,True,False,,6.24,-138772000.0,-105663000.0,0.1,,90.41,57.56,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,S&P 500,4731699724288.0,2.335,1.01485,ESPECULATIVO,-1,194.68,66.72,182.08,181.12,True,False,True,39.73,30.08,133230002176.0,120066998272.0,7.25,0.09,268.22,37.78,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,5,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,Dow Jones,175463284736.0,1.128,2.90084,BALANCEADO,1,223.28,59.9,220.53,219.23,True,False,True,89.67,32.16,-3238000128.0,1888999936.0,1032.89,,266.76,19.47,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,Dow Jones,371234177024.0,1.519,0.43526,AGRESIVO,1,793.27,67.63,728.55,563.71,True,False,True,42.11,17.31,13960999936.0,8883999744.0,206.67,3.16,746.06,-5.95,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,S&P 500,466221432832.0,1.597,0.57572,AGRESIVO,1,162.1,61.55,150.31,215.99,True,False,False,29.1,13.9,27441000448.0,16188000256.0,415.26,5.91,246.46,52.04,1,3,5,SIN SETUP,SEGUIMIENTO,BAJA,4,5.91,5,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,S&P 500,449067614208.0,1.669,0.42762002,AGRESIVO,0,105.86,76.81,90.55,106.29,True,False,False,41.84,16.79,13659992064.0,10981200896.0,63.78,1.24,114.03,7.72,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,5,0,BAJA
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,Dow Jones,580797726720.0,0.329,0.35029998,DEFENSIVO,-1,241.01,52.11,241.15,201.5,False,True,True,21.83,7.12,33835999232.0,26804000768.0,60.5,1.46,241.92,0.38,2,3,4,PULLBACK,EVITAR,NULA,0,3.67,9,3,1,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,Dow Jones,285019308032.0,0.408,0.12538,DEFENSIVO,-1,314.01,68.31,284.14,312.58,True,False,False,23.72,3.02,21624999936.0,12056000512.0,81.62,3.84,360.96,14.95,1,4,4,SIN SETUP,EVITAR,NULA,0,3.67,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,Dow Jones,841555050496.0,1.043,0.16134001,BALANCEADO,1,312.03,65.97,299.67,303.38,True,False,False,15.59,2.46,,55680999424.0,,,334.43,7.18,1,2,4,SIN SETUP,EVITAR,NULA,0,4.75,7,4,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,Nasdaq,10399663104.0,,,SIN DATO,0,55.78,38.07,56.75,47.66,False,True,True,21.5,1.07,,,,,,,3,0,3,PULLBACK,EVITAR,NULA,0,1.8,10,3,0,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,S&P 500,8709196800.0,,-0.89481,SIN DATO,0,48.54,50.89,51.01,67.52,True,True,False,,17.6,-171512992.0,-245028000.0,270.11,,72.73,49.84,2,1,3,PULLBACK,EVITAR,NULA,0,3.67,9,3,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,S&P 500,40968720384.0,2.205,-0.18837999,ESPECULATIVO,-1,71.15,53.53,69.82,59.28,True,False,True,,22.46,-185512992.0,-198208992.0,15.39,,86.68,21.83,2,2,3,TENDENCIA FIRME,EVITAR,NULA,0,4.33,8,3,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,S&P 500,70034989056.0,2.464,0.21993999,ESPECULATIVO,-1,77.79,57.22,75.36,107.36,True,False,False,37.95,7.67,,1883000064.0,136.04,,103.77,33.4,1,3,3,SIN SETUP,EVITAR,NULA,0,4.75,7,3,0,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,1227710720.0,2.07,-0.55012,ESPECULATIVO,-1,8.45,43.88,9.35,15.69,True,True,False,,1.69,-453099008.0,-434502016.0,8.37,,8.82,4.36,2,1,2,PULLBACK,EVITAR,NULA,0,5.91,5,2,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,Nasdaq,635628421120.0,,,SIN DATO,0,692.57,66.31,674.14,665.16,True,False,True,27.46,1.61,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,Nasdaq,246188720128.0,,,SIN DATO,0,626.28,67.04,600.49,597.48,True,False,True,33.09,1.75,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,Nasdaq,39388991488.0,,,SIN DATO,0,484.83,62.13,479.89,469.1,True,False,True,23.76,1.35,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,Nasdaq,75329830912.0,,,SIN DATO,0,268.03,66.78,256.58,244.54,True,False,True,19.4,1.23,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,Nasdaq,46690181120.0,,,SIN DATO,0,62.06,65.3,59.14,54.56,True,False,True,17.26,1.18,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,Nasdaq,432561520640.0,,,SIN DATO,0,695.94,66.71,677.09,668.21,True,False,True,27.47,1.62,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,Nasdaq,45762449408.0,,,SIN DATO,0,51.8,62.73,50.94,52.7,True,False,False,17.47,1.52,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,Nasdaq,40035762176.0,,,SIN DATO,0,147.16,67.07,138.98,139.15,True,False,False,34.98,0.99,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,Nasdaq,,,,SIN DATO,0,74.35,60.41,70.91,77.44,True,False,False,48.95,,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
