Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38774796288.0,,,SIN DATO,0,477.27,57.34,480.48,468.05,True,True,True,23.39,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.2,10,0,3,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,420702322688.0,,,SIN DATO,0,676.86,57.48,677.81,666.63,True,True,True,26.71,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.2,10,0,3,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8425604608.0,,-0.89481,SIN DATO,0,47.13,44.08,52.46,67.95,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,60.04,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,646848380928.0,0.288,0.110810004,DEFENSIVO,-1,155.24,45.13,153.27,124.5,False,False,True,23.17,59385999360.0,28843999232.0,18.94,160.29,3.25,1,3,3,SIN SETUP,EVITAR,NULA,0,3.5,8,0,3,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,579195109376.0,0.329,0.35029998,DEFENSIVO,-1,240.34,50.53,240.09,199.75,False,False,True,21.77,33835999232.0,26804000768.0,60.5,241.25,0.38,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1280742016.0,2.07,-0.55012,ESPECULATIVO,-1,8.81,48.39,9.65,16.0,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.09,2,1,2,PULLBACK,EVITAR,NULA,0,6.27,3,0,2,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,237170999296.0,,,SIN DATO,0,603.33,57.0,601.45,595.93,True,False,True,31.87,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,72872042496.0,,,SIN DATO,0,259.29,59.22,256.45,243.52,True,False,True,18.77,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45223002112.0,,,SIN DATO,0,60.1,59.44,59.07,54.29,True,False,True,16.72,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,45117534208.0,,,SIN DATO,0,51.07,59.77,51.09,52.7,True,True,False,17.22,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38395265024.0,,,SIN DATO,0,141.13,58.12,139.18,138.74,True,False,True,33.55,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,69.93,49.88,71.43,77.42,True,True,False,46.04,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10793950208.0,,,SIN DATO,0,57.91,47.1,56.22,47.38,False,False,True,22.32,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.2,10,0,1,IGNORAR
