Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
AAPL,Apple Inc.,Technology,Consumer Electronics,CORE,Dow Jones,3906855501824.0,1.109,1.5202099,BALANCEADO,1,265.31,61.12,260.79,251.53,True,False,True,33.69,44.32,152901992448.0,117776998400.0,102.63,0.59,296.33,11.69,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,7,0,BAJA
ADI,"Analog Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,168845410304.0,1.053,0.07862,BALANCEADO,1,346.99,63.8,329.64,272.5,True,False,True,63.23,5.0,5459077120.0,2706852096.0,25.75,1.59,386.59,11.41,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,7,0,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,436501184512.0,0.978,0.29650998,BALANCEADO,1,984.67,46.14,994.28,949.1,False,True,True,51.22,26.38,13459999744.0,8549000192.0,60.26,0.76,1067.94,8.46,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.75,3,7,0,BAJA
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,CORE,S&P 500,45719461888.0,1.411,0.25732002,AGRESIVO,1,49.56,65.36,44.41,60.74,True,False,False,9.18,2.26,6648999936.0,5232999936.0,60.7,1.85,53.0,6.93,1,5,7,SIN SETUP,SEGUIMIENTO,BAJA,4,5.04,8,7,0,BAJA
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,CORE,S&P 500,213707472896.0,0.422,0.18177,DEFENSIVO,-1,191.21,29.59,209.38,218.98,False,True,False,19.64,3.57,32821000192.0,10992000000.0,208.85,3.77,268.68,40.52,4,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.56,1,6,0,BAJA
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,CORE,S&P 500,246840033280.0,0.451,,DEFENSIVO,-1,158.1,38.63,172.93,165.31,True,True,True,21.82,-24.67,18722000896.0,11315999744.0,,2.65,195.17,23.45,4,3,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.75,3,6,0,BAJA
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,CORE,S&P 500,808891121664.0,0.504,1.01159,DEFENSIVO,-1,907.82,40.59,978.99,904.0,True,True,True,39.35,30.48,31693000704.0,20640000000.0,165.31,1.38,1209.69,33.25,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.53,5,7,-1,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,Dow Jones,335235710976.0,0.403,0.31562,DEFENSIVO,-1,143.46,41.28,152.55,151.39,True,True,True,21.22,6.38,24764999680.0,16161999872.0,68.72,1.48,164.95,14.98,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.75,3,6,0,BAJA
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,CORE,S&P 500,173247217664.0,0.404,0.40655,DEFENSIVO,-1,139.97,47.96,144.76,125.53,True,True,True,20.59,7.63,14577000448.0,8510000128.0,112.92,1.75,157.86,12.78,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,369238278144.0,0.587,0.07231,DEFENSIVO,-1,185.38,37.52,191.67,164.29,False,True,True,27.92,1.97,37631000576.0,12298999808.0,24.32,1.24,207.96,12.18,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.22,7,6,0,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,622112210944.0,0.288,0.110810004,DEFENSIVO,-1,149.51,38.25,154.58,125.56,False,True,True,22.34,2.41,59385999360.0,28843999232.0,18.94,0.85,162.71,8.83,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.22,7,6,0,BAJA
RTX,RTX Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,267943100416.0,0.428,0.109519996,DEFENSIVO,-1,199.06,49.52,200.57,176.63,True,True,True,40.05,4.1,14734999552.0,6732000256.0,59.51,2.71,216.34,8.68,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.93,2,6,0,BAJA
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,76185673728.0,1.145,0.93718004,BALANCEADO,1,264.88,46.4,277.14,260.64,True,True,True,25.22,23.66,4655000064.0,3065999872.0,285.52,1.98,275.88,4.15,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.93,2,6,0,BAJA
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,128891314176.0,0.503,0.14337,DEFENSIVO,-1,328.67,51.71,328.98,297.38,True,True,True,12.84,1.75,13267999744.0,10309999616.0,30.94,1.86,342.09,4.08,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.04,8,5,1,BAJA
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,CORE,S&P 500,96029204480.0,0.782,0.12445,DEFENSIVO,0,64.36,40.99,70.73,92.58,True,True,False,33.31,3.95,5338999808.0,2897999872.0,48.92,2.24,98.72,53.39,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,CORE,S&P 500,166780583936.0,1.679,0.16690001,AGRESIVO,0,468.83,49.57,480.36,503.86,True,True,False,59.82,9.36,3558000128.0,2856000000.0,0.95,0.05,599.24,27.82,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
CI,The Cigna Group,Healthcare,Healthcare Plans,CORE,S&P 500,72009113600.0,0.272,0.1513,DEFENSIVO,-1,269.75,47.84,276.1,284.09,True,True,False,12.15,1.7,12046999552.0,5957000192.0,75.14,2.61,338.79,25.59,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,Dow Jones,230717259776.0,0.685,0.35158002,DEFENSIVO,0,245.2,49.94,252.19,275.68,True,True,False,22.05,7.06,16117999616.0,10570999808.0,197.33,4.01,307.48,25.4,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CORE,S&P 500,51223089152.0,0.974,0.65992,BALANCEADO,1,121.17,54.6,122.09,134.56,True,True,False,20.16,15.48,4065999872.0,2672999936.0,279.59,2.29,151.0,24.62,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,Dow Jones,336876470272.0,1.085,1.45541,BALANCEADO,1,338.5,49.46,355.15,372.67,True,True,False,23.78,26.29,25010999296.0,14156000256.0,514.39,2.64,408.21,20.59,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.73,4,6,0,BAJA
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,73299574784.0,1.345,0.04318,AGRESIVO,1,78.49,57.59,77.55,68.69,True,False,True,24.03,1.16,17628999680.0,3180000000.0,208.3,7.46,94.46,20.35,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.73,4,6,0,BAJA
MU,"Micron Technology, Inc.",Technology,Semiconductors,CORE,S&P 500,508207693824.0,1.606,0.39823002,AGRESIVO,0,454.71,62.71,404.12,254.88,True,False,True,21.27,7.02,36802998272.0,24110999552.0,14.9,0.29,533.73,17.38,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,118464413696.0,0.327,0.40448,DEFENSIVO,-1,201.79,51.25,203.72,225.29,True,True,False,10.51,3.91,14814000128.0,11308000256.0,23.42,0.48,228.48,13.22,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,416455852032.0,1.963,0.07082,ESPECULATIVO,0,256.71,74.3,209.82,201.05,True,False,True,98.24,6.61,6744999936.0,4268999936.0,6.36,0.59,289.35,12.71,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,CORE,S&P 500,1027608805376.0,0.699,0.09809,DEFENSIVO,0,475.72,41.83,489.24,490.3,True,True,False,15.35,0.0,110593998848.0,66967998464.0,18.81,1.22,523.0,9.94,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,56886362112.0,0.224,0.39518002,DEFENSIVO,-1,218.52,64.54,208.43,204.2,True,False,True,5.76,1.99,12494999552.0,10165000192.0,25.09,0.61,239.43,9.57,2,5,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,CORE,S&P 500,306873040896.0,1.637,0.38863,AGRESIVO,0,390.86,61.66,354.87,257.16,True,False,True,39.74,14.13,8888999936.0,7839000064.0,33.11,0.81,421.88,7.94,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,CORE,S&P 500,78832017408.0,0.695,0.13904001,DEFENSIVO,0,52.47,59.43,49.88,40.27,True,False,True,22.35,3.01,7733000192.0,3374000128.0,45.98,1.62,55.61,5.99,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.22,7,6,0,BAJA
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,CORE,S&P 500,327371653120.0,1.79,0.65565,AGRESIVO,0,263.73,63.9,229.88,164.62,True,False,True,53.41,32.14,7343528960.0,6213408768.0,44.2,0.61,279.13,5.84,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,CORE,S&P 500,153470435328.0,1.164,0.21525998,BALANCEADO,1,395.11,62.13,370.2,359.36,True,False,True,37.81,7.89,6310000128.0,4087000064.0,54.88,1.69,410.2,3.82,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.93,2,6,0,BAJA
TXN,Texas Instruments Incorporated,Technology,Semiconductors,CORE,S&P 500,194647949312.0,0.994,0.30148,BALANCEADO,1,214.9,63.38,206.51,190.55,True,False,True,39.23,11.92,8044000256.0,4973000192.0,90.82,1.84,222.96,3.75,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,564325122048.0,1.382,0.50458,AGRESIVO,1,1466.39,57.76,1395.91,1077.92,True,False,True,49.82,24.4,12266399744.0,9609400320.0,23.92,0.38,1511.58,3.08,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,CORE,S&P 500,224500891648.0,1.435,1.00726,AGRESIVO,1,1730.54,64.76,1499.01,1207.36,True,False,True,49.81,41.0,5742102016.0,4557986816.0,111.78,1.06,1688.03,-2.46,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
NOW,"ServiceNow, Inc.",Technology,Software - Application,GROWTH,S&P 500,99118964736.0,1.005,0.15488,BALANCEADO,1,94.37,41.45,106.17,156.33,False,True,False,56.74,7.65,2737999872.0,1748000000.0,18.54,0.88,182.29,93.16,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
INTU,Intuit Inc.,Technology,Software - Application,CORE,S&P 500,108999958528.0,1.213,0.23457001,AGRESIVO,1,389.54,42.54,418.63,611.07,False,True,False,25.48,5.7,6106999808.0,4339999744.0,36.15,1.13,603.49,54.92,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,CORE,Dow Jones,3077227413504.0,1.107,0.34390998,BALANCEADO,1,413.38,68.06,391.96,472.7,True,False,False,25.88,7.87,175258992640.0,119262003200.0,31.54,0.7,585.41,41.61,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
UBER,"Uber Technologies, Inc.",Technology,Software - Application,CORE,S&P 500,160296370176.0,1.206,0.39925998,AGRESIVO,1,77.6,62.38,73.38,86.31,True,False,False,16.47,5.96,6312000000.0,10053000192.0,43.81,1.95,103.68,33.6,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,95381684224.0,1.492,0.35985002,AGRESIVO,1,1872.7,63.62,1808.88,2130.6,True,False,False,47.76,14.13,4019000064.0,1996999936.0,169.24,2.84,2490.27,32.98,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.73,4,6,0,BAJA
PATH,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,5677437440.0,1.025,0.14374,BALANCEADO,1,10.54,45.48,11.27,13.24,False,True,False,20.42,2.74,75536000.0,282329984.0,3.9,1.08,13.8,30.98,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1706665836544.0,1.309,0.30238,AGRESIVO,1,672.55,66.79,629.77,681.72,True,False,False,28.69,7.86,101891997696.0,60458000384.0,39.16,0.84,855.68,27.23,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.56,1,6,0,BAJA
DIS,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,183137665024.0,1.441,0.12024,AGRESIVO,1,103.16,61.98,101.64,110.74,True,False,False,15.21,1.69,19306000384.0,12252000256.0,40.91,2.42,128.39,24.46,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.56,1,6,0,BAJA
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,129508884480.0,1.204,0.13087,AGRESIVO,1,432.78,52.17,427.55,495.34,True,False,False,29.55,4.16,7644000256.0,4471000064.0,37.91,1.79,538.52,24.43,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,CORE,S&P 500,197349523456.0,0.972,0.13024001,BALANCEADO,1,532.16,65.86,505.11,522.65,True,False,False,29.99,3.74,11137999872.0,6704000000.0,77.25,3.71,654.6,23.01,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.53,5,6,0,BAJA
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,CORE,S&P 500,83626401792.0,1.148,0.055430003,BALANCEADO,1,438.02,59.87,421.28,483.84,True,False,False,66.85,2.74,1615056000.0,1105394944.0,35.58,6.73,535.68,22.3,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,79491186688.0,1.446,0.62078,AGRESIVO,1,446.44,52.56,444.24,486.22,True,False,False,32.67,19.56,3736999936.0,2459000064.0,176.81,1.99,544.95,22.07,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,CORE,S&P 500,84500733952.0,1.041,0.21855,BALANCEADO,1,307.02,60.96,288.82,321.24,True,False,False,75.38,15.2,1908109056.0,1108888064.0,48.71,1.4,371.68,21.06,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.45,6,6,0,BAJA
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,94089093120.0,1.043,0.11885,BALANCEADO,1,165.44,56.55,160.38,166.14,True,False,False,28.71,3.25,6176000000.0,3315000064.0,70.08,3.29,197.87,19.6,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
BLK,"BlackRock, Inc.",Financial Services,Asset Management,CORE,S&P 500,163937665024.0,1.493,,AGRESIVO,1,1052.62,65.41,1015.47,1083.58,True,False,False,26.51,2.92,10242499584.0,6255000064.0,24.37,1.46,1225.06,16.38,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.04,8,6,0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2675926630400.0,1.383,0.22286,AGRESIVO,1,248.77,76.01,213.68,225.28,True,False,False,34.7,6.5,145730994176.0,77669998592.0,43.44,1.23,281.18,13.03,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.73,4,6,0,BAJA
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,CORE,S&P 500,369016897536.0,0.364,62.25,DEFENSIVO,-1,208.7,43.82,219.61,217.12,True,True,True,87.66,-112.77,29254000640.0,4185999872.0,,2.34,249.0,19.31,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.53,5,5,0,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,Dow Jones,217694519296.0,0.532,,DEFENSIVO,-1,306.52,42.24,320.39,309.36,True,True,True,25.63,-121.58,14593999872.0,8562999808.0,,3.76,344.79,12.48,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.73,4,5,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,S&P 500,211978354688.0,0.41,0.42848,DEFENSIVO,-1,155.1,47.15,160.36,148.69,True,True,True,25.85,10.39,18173999104.0,8240000000.0,258.08,2.92,170.06,9.65,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.75,3,5,0,BAJA
TEAM,Atlassian Corporation,Technology,Software - Application,GROWTH,S&P 500,17317437440.0,0.994,-0.13465999,BALANCEADO,1,65.68,44.1,76.03,142.37,True,True,False,,10.96,-22988000.0,-189224992.0,76.38,,165.22,151.55,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.45,6,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,S&P 500,4798293213184.0,2.335,1.01485,ESPECULATIVO,-1,198.23,69.33,182.37,181.33,True,False,True,40.37,30.5,133230002176.0,120066998272.0,7.25,0.09,268.22,35.31,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.45,6,5,0,BAJA
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,CORE,S&P 500,247441604608.0,,0.12028,SIN DATO,0,80.84,47.57,83.09,84.48,True,True,False,12.44,1.51,,20668999680.0,,,98.62,22.0,2,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.04,8,5,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,Dow Jones,175754035200.0,1.128,2.90084,BALANCEADO,1,223.76,60.24,220.36,219.28,True,False,True,90.18,32.21,-3238000128.0,1888999936.0,1032.89,,266.76,19.22,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.93,2,5,0,BAJA
