Ticker,TieneCedear,TickerCedearARS,TickerCedearCCL,CedearsPorAccionUSA,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
DHR,False,,,,Danaher Corporation,Healthcare,Diagnostics & Research,CORE,S&P 500,140718948352.0,0.986,0.07053,BALANCEADO,1,194.95,50.22,199.39,209.59,True,True,False,39.61,2.68,7834999808.0,3600000000.0,37.49,2.51,261.36,34.07,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.37,7,7,0,BAJA
ACN,False,,,,Accenture plc,Technology,Information Technology Services,CORE,S&P 500,120262180864.0,1.236,0.24763,AGRESIVO,1,196.5,48.4,205.12,245.89,True,True,False,16.02,3.85,12735312896.0,7648264192.0,25.47,0.66,252.0,28.24,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.38,6,7,0,BAJA
CEG,False,,,,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,106853376000.0,1.188,0.16364,BALANCEADO,1,295.55,51.17,297.06,327.87,True,True,False,39.91,6.35,5632000000.0,2319000064.0,63.94,1.69,373.3,26.31,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,9,7,0,BAJA
SYK,False,,,,Stryker Corporation,Healthcare,Medical Devices,CORE,S&P 500,131363602432.0,0.926,0.15079,BALANCEADO,1,342.68,50.51,353.44,368.04,True,True,False,40.83,5.85,6949000192.0,3246000128.0,72.97,2.35,420.62,22.74,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.37,7,7,0,BAJA
EW,False,,,,Edwards Lifesciences Corporation,Healthcare,Medical Devices,CORE,S&P 500,45511487488.0,0.945,0.10353,BALANCEADO,1,81.05,51.56,81.29,80.81,False,True,True,43.29,4.4,1794499968.0,1060099968.0,6.82,0.39,96.78,19.41,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.37,7,7,0,BAJA
EMR,False,,,,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,79172132864.0,1.278,0.09646,AGRESIVO,1,145.62,61.56,141.28,137.65,True,False,True,34.51,3.9,5878000128.0,2304999936.0,69.28,2.39,164.17,12.74,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,7,0,BAJA
GOOGL,False,,,,Alphabet Inc.,Communication Services,Internet Content & Information,CORE,S&P 500,4079834365952.0,1.128,0.35705003,BALANCEADO,1,341.9,72.71,307.88,272.52,True,False,True,31.17,9.82,150175006720.0,132169998336.0,16.13,0.45,375.93,9.95,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.67,3,7,0,BAJA
AAPL,True,AAPL.BA,AAPLC.BA,20.0,Apple Inc.,Technology,Consumer Electronics,CORE,Dow Jones,3906855501824.0,1.109,1.5202099,BALANCEADO,1,270.06,64.02,260.56,252.14,True,False,True,33.69,44.32,152901992448.0,117776998400.0,102.63,0.59,296.33,9.73,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,7,0,BAJA
UPS,False,,,,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,CORE,S&P 500,87822188544.0,1.098,0.33772,BALANCEADO,1,106.65,66.29,105.79,97.18,True,False,True,15.76,5.41,12211999744.0,5571999744.0,175.88,2.34,112.71,5.69,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,7,0,BAJA
PM,False,,,,Philip Morris International Inc.,Consumer Defensive,Tobacco,CORE,S&P 500,246840033280.0,0.451,,DEFENSIVO,-1,157.74,39.56,172.04,165.08,True,True,True,21.82,-24.67,18722000896.0,11315999744.0,,2.65,195.17,23.73,4,3,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.5,5,6,0,BAJA
LLY,False,,,,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,CORE,S&P 500,808891121664.0,0.504,1.01159,DEFENSIVO,-1,921.83,45.29,973.24,905.34,True,True,True,39.35,30.48,31693000704.0,20640000000.0,165.31,1.38,1209.69,31.23,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.37,7,6,0,BAJA
GD,False,,,,General Dynamics Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,91954880512.0,0.387,0.17658001,DEFENSIVO,-1,336.05,39.71,350.46,337.3,False,True,True,21.96,3.58,6344000000.0,4209999872.0,38.2,1.54,393.93,17.22,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
COP,False,,,,ConocoPhillips,Energy,Oil & Gas E&P,CORE,S&P 500,146552356864.0,0.192,0.12357,DEFENSIVO,-1,116.09,37.96,119.31,99.97,False,True,True,18.85,2.28,24160999424.0,7960999936.0,37.83,1.01,135.78,16.96,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.11,1,6,0,BAJA
OXY,False,,,,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,CORE,S&P 500,55678726144.0,0.23,0.05929,DEFENSIVO,-1,53.85,36.92,55.47,46.48,False,True,True,41.59,2.0,11255000064.0,1350000000.0,63.8,2.07,61.72,14.61,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.11,1,6,0,BAJA
GILD,False,,,,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,CORE,S&P 500,173247217664.0,0.404,0.40655,DEFENSIVO,-1,137.88,43.14,144.5,125.8,True,True,True,20.59,7.63,14577000448.0,8510000128.0,112.92,1.75,157.86,14.49,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.37,7,6,0,BAJA
MPC,False,,,,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,CORE,S&P 500,66060111872.0,0.577,0.24193001,DEFENSIVO,-1,214.8,39.03,220.42,190.62,False,True,True,16.97,3.82,9470999552.0,4043000064.0,142.65,3.63,244.67,13.9,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.11,1,6,0,BAJA
CVX,False,,,,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,369238278144.0,0.587,0.07231,DEFENSIVO,-1,183.67,37.64,191.91,164.71,False,True,True,27.92,1.97,37631000576.0,12298999808.0,24.32,1.24,207.96,13.22,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.11,1,6,0,BAJA
PG,False,,,,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,Dow Jones,335235710976.0,0.403,0.31562,DEFENSIVO,-1,147.17,51.87,152.11,151.24,True,True,True,21.22,6.38,24764999680.0,16161999872.0,68.72,1.48,164.95,12.08,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.5,5,6,0,BAJA
XOM,False,,,,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,622112210944.0,0.288,0.110810004,DEFENSIVO,-1,146.5,36.55,154.71,125.96,False,True,True,22.34,2.41,59385999360.0,28843999232.0,18.94,0.85,162.71,11.06,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.11,1,6,0,BAJA
NOC,False,,,,Northrop Grumman Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,96487383040.0,0.046,0.26167,DEFENSIVO,-1,666.72,37.25,708.15,616.61,False,True,True,23.34,5.79,6819999744.0,4182000128.0,107.26,2.62,736.1,10.41,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
RTX,False,,,,RTX Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,267943100416.0,0.428,0.109519996,DEFENSIVO,-1,197.09,46.94,200.41,177.14,True,True,True,40.05,4.1,14734999552.0,6732000256.0,59.51,2.71,216.34,9.77,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
CME,False,,,,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,108352634880.0,0.296,0.1475,DEFENSIVO,-1,287.7,36.86,306.2,281.22,False,True,True,26.74,3.73,4590000128.0,4020999936.0,13.08,0.82,311.67,8.33,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
ITW,False,,,,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,CORE,S&P 500,76185673728.0,1.145,0.93718004,BALANCEADO,1,271.8,54.18,276.53,260.81,True,True,True,25.22,23.66,4655000064.0,3065999872.0,285.52,1.98,275.88,1.5,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
BSX,False,,,,Boston Scientific Corporation,Healthcare,Medical Devices,CORE,S&P 500,96029204480.0,0.782,0.12445,DEFENSIVO,0,64.25,42.15,69.94,92.16,True,True,False,33.31,3.95,5338999808.0,2897999872.0,48.92,2.24,98.72,53.65,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.37,7,6,0,BAJA
ISRG,False,,,,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,CORE,S&P 500,166780583936.0,1.679,0.16690001,AGRESIVO,0,468.86,50.15,479.74,503.09,True,True,False,59.82,9.36,3558000128.0,2856000000.0,0.95,0.05,599.24,27.81,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.37,7,6,0,BAJA
SCHW,False,,,,The Charles Schwab Corporation,Financial Services,Capital Markets,CORE,S&P 500,175816785920.0,0.901,0.18101999,BALANCEADO,1,92.25,43.55,95.22,95.9,True,True,False,21.58,4.14,,8417500160.0,115.32,,116.85,26.67,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
HD,False,,,,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,Dow Jones,336876470272.0,1.085,1.45541,BALANCEADO,1,348.6,56.59,353.5,372.4,True,True,False,23.78,26.29,25010999296.0,14156000256.0,514.39,2.64,408.21,17.1,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.64,4,6,0,BAJA
MU,False,,,,"Micron Technology, Inc.",Technology,Semiconductors,CORE,S&P 500,508207693824.0,1.606,0.39823002,AGRESIVO,0,458.64,63.63,406.5,258.25,True,False,True,21.27,7.02,36802998272.0,24110999552.0,14.9,0.29,533.73,16.37,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
GM,False,,,,General Motors Company,Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,73299574784.0,1.345,0.04318,AGRESIVO,1,81.4,63.83,77.29,68.97,True,False,True,24.03,1.16,17628999680.0,3180000000.0,208.3,7.46,94.46,16.05,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.64,4,6,0,BAJA
T,False,,,,AT&T Inc.,Communication Services,Telecom Services,CORE,S&P 500,178759729152.0,0.539,0.18805,DEFENSIVO,-1,26.5,41.2,27.86,26.81,False,True,True,8.4,1.63,44243001344.0,21888999424.0,124.18,3.61,30.39,14.68,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.67,3,6,0,BAJA
PGR,False,,,,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,118464413696.0,0.327,0.40448,DEFENSIVO,-1,203.48,53.49,203.72,224.67,True,True,False,10.51,3.91,14814000128.0,11308000256.0,23.42,0.48,228.48,12.28,2,5,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.09,8,5,1,BAJA
ALL,False,,,,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,CORE,S&P 500,56886362112.0,0.224,0.39518002,DEFENSIVO,-1,216.93,59.92,208.86,204.34,True,False,True,5.76,1.99,12494999552.0,10165000192.0,25.09,0.61,239.43,10.37,2,5,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
BRK-B,False,,,,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,CORE,S&P 500,1027608805376.0,0.699,0.09809,DEFENSIVO,0,476.48,43.78,488.29,490.17,True,True,False,15.35,0.0,110593998848.0,66967998464.0,18.81,1.22,523.0,9.76,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
WMT,False,,,,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,Dow Jones,994636201984.0,0.661,0.21847,DEFENSIVO,0,127.29,55.9,125.6,110.72,True,False,True,45.7,9.98,44027998208.0,21892999168.0,64.44,1.55,136.44,7.19,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.5,5,7,-1,BAJA
AMAT,False,,,,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,CORE,S&P 500,306873040896.0,1.637,0.38863,AGRESIVO,0,394.07,62.5,358.29,259.26,True,False,True,39.74,14.13,8888999936.0,7839000064.0,33.11,0.81,421.88,7.06,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
ADI,False,,,,"Analog Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,168845410304.0,1.053,0.07862,BALANCEADO,1,369.58,74.47,331.49,273.73,True,False,True,63.23,5.0,5459077120.0,2706852096.0,25.75,1.59,386.59,4.6,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
ASML,False,,,,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,564325122048.0,1.382,0.50458,AGRESIVO,1,1457.44,55.74,1398.88,1084.38,True,False,True,49.82,24.4,12266399744.0,9609400320.0,23.92,0.38,1511.58,3.71,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
FDX,False,,,,FedEx Corporation,Industrials,Integrated Freight & Logistics,CORE,S&P 500,86434103296.0,1.286,0.15869,AGRESIVO,1,391.44,67.35,367.69,284.72,True,False,True,19.34,2.9,11559999488.0,4477000192.0,140.99,3.64,403.07,2.97,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
ETN,False,,,,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,CORE,S&P 500,153470435328.0,1.164,0.21525998,BALANCEADO,1,406.51,66.23,371.63,359.8,True,False,True,37.81,7.89,6310000128.0,4087000064.0,54.88,1.69,410.2,0.91,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.86,2,6,0,BAJA
TGT,False,,,,Target Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,55721615360.0,1.032,0.24034001,BALANCEADO,1,127.12,64.66,117.76,102.18,True,False,True,15.13,3.45,8072000000.0,3704999936.0,125.52,2.51,124.72,-1.89,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.5,5,6,0,BAJA
TXN,False,,,,Texas Instruments Incorporated,Technology,Semiconductors,CORE,S&P 500,194647949312.0,0.994,0.30148,BALANCEADO,1,229.37,73.95,206.62,190.73,True,False,True,39.23,11.92,8044000256.0,4973000192.0,90.82,1.84,222.96,-2.8,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
KLAC,False,,,,KLA Corporation,Technology,Semiconductor Equipment & Materials,CORE,S&P 500,224500891648.0,1.435,1.00726,AGRESIVO,1,1782.86,68.3,1516.46,1216.06,True,False,True,49.81,41.0,5742102016.0,4557986816.0,111.78,1.06,1688.03,-5.32,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
INTU,False,,,,Intuit Inc.,Technology,Software - Application,CORE,S&P 500,108999958528.0,1.213,0.23457001,AGRESIVO,1,390.89,43.36,416.6,607.13,False,True,False,25.48,5.7,6106999808.0,4339999744.0,36.15,1.13,603.49,54.39,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
DDOG,False,,,,"Datadog, Inc.",Technology,Software - Application,CORE,S&P 500,42462158848.0,1.294,0.03343,AGRESIVO,1,125.58,57.43,119.41,138.6,True,False,False,387.1,11.33,7529000.0,107741000.0,34.27,169.88,181.37,44.43,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
MSFT,False,,,,Microsoft Corporation,Technology,Software - Infrastructure,CORE,Dow Jones,3077227413504.0,1.107,0.34390998,BALANCEADO,1,421.72,71.27,392.25,471.95,True,False,False,25.88,7.87,175258992640.0,119262003200.0,31.54,0.7,585.41,38.81,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
UBER,False,,,,"Uber Technologies, Inc.",Technology,Software - Application,CORE,S&P 500,160296370176.0,1.206,0.39925998,AGRESIVO,1,76.95,60.14,73.41,86.15,True,False,False,16.47,5.96,6312000000.0,10053000192.0,43.81,1.95,103.68,34.73,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
MELI,True,MELI.BA,MELID.BA,1.0,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,95381684224.0,1.492,0.35985002,AGRESIVO,1,1851.31,59.32,1799.29,2123.39,True,False,False,47.76,14.13,4019000064.0,1996999936.0,169.24,2.84,2490.27,34.51,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.64,4,6,0,BAJA
PATH,False,,,,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,5677437440.0,1.025,0.14374,BALANCEADO,1,10.27,42.87,11.19,13.21,False,True,False,20.42,2.74,75536000.0,282329984.0,3.9,1.08,13.8,34.42,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.38,6,7,-1,BAJA
META,False,,,,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1706665836544.0,1.309,0.30238,AGRESIVO,1,684.43,69.07,629.77,681.24,True,False,False,28.69,7.86,101891997696.0,60458000384.0,39.16,0.84,855.68,25.02,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.67,3,6,0,BAJA
TMO,False,,,,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,CORE,S&P 500,197349523456.0,0.972,0.13024001,BALANCEADO,1,525.22,60.03,503.22,523.72,True,False,False,29.99,3.74,11137999872.0,6704000000.0,77.25,3.71,654.6,24.63,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.37,7,6,0,BAJA
ICE,False,,,,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,94089093120.0,1.043,0.11885,BALANCEADO,1,161.34,49.62,160.32,165.93,True,False,False,28.71,3.25,6176000000.0,3315000064.0,70.08,3.29,197.87,22.64,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
SPGI,False,,,,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,129508884480.0,1.204,0.13087,AGRESIVO,1,442.76,57.15,426.42,494.45,True,False,False,29.55,4.16,7644000256.0,4471000064.0,37.91,1.79,538.52,21.63,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
DIS,False,,,,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,183137665024.0,1.441,0.12024,AGRESIVO,1,105.79,68.03,101.61,110.55,True,False,False,15.21,1.69,19306000384.0,12252000256.0,40.91,2.42,128.39,21.36,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.67,3,6,0,BAJA
CDNS,False,,,,"Cadence Design Systems, Inc.",Technology,Software - Application,CORE,S&P 500,84500733952.0,1.041,0.21855,BALANCEADO,1,310.14,62.41,290.31,321.23,True,False,False,75.38,15.2,1908109056.0,1108888064.0,48.71,1.4,371.68,19.84,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
SNPS,False,,,,"Synopsys, Inc.",Technology,Software - Infrastructure,CORE,S&P 500,83626401792.0,1.148,0.055430003,BALANCEADO,1,447.83,63.08,422.3,483.11,True,False,False,66.85,2.74,1615056000.0,1105394944.0,35.58,6.73,535.68,19.62,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
MCO,False,,,,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,CORE,S&P 500,79491186688.0,1.446,0.62078,AGRESIVO,1,456.1,57.56,443.69,485.72,True,False,False,32.67,19.56,3736999936.0,2459000064.0,176.81,1.99,544.95,19.48,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
BLK,False,,,,"BlackRock, Inc.",Financial Services,Asset Management,CORE,S&P 500,163937665024.0,1.493,,AGRESIVO,1,1055.94,62.77,1014.08,1083.45,True,False,False,26.51,2.92,10242499584.0,6255000064.0,24.37,1.46,1225.06,16.02,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
QCOM,False,,,,QUALCOMM Incorporated,Technology,Semiconductors,CORE,S&P 500,142370422784.0,1.279,0.2148,AGRESIVO,1,135.9,60.31,134.6,157.1,True,False,False,26.93,6.2,13763999744.0,5365000192.0,64.22,1.08,154.93,14.0,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.38,6,6,0,BAJA
AMZN,False,,,,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2675926630400.0,1.383,0.22286,AGRESIVO,1,251.14,76.83,214.26,225.59,True,False,False,34.7,6.5,145730994176.0,77669998592.0,43.44,1.23,281.18,11.96,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.64,4,6,0,BAJA
COST,False,,,,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,S&P 500,436501184512.0,0.978,0.29650998,BALANCEADO,1,997.29,51.29,994.84,949.14,False,False,True,51.22,26.38,13459999744.0,8549000192.0,60.26,0.76,1067.94,7.08,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.5,5,7,-1,BAJA
PYPL,False,,,,"PayPal Holdings, Inc.",Financial Services,Credit Services,CORE,S&P 500,45719461888.0,1.411,0.25732002,AGRESIVO,1,50.51,68.11,44.77,60.49,True,False,False,9.18,2.26,6648999936.0,5232999936.0,60.7,1.85,53.0,4.92,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.09,8,6,0,BAJA
ABBV,False,,,,AbbVie Inc.,Healthcare,Drug Manufacturers - General,CORE,S&P 500,369016897536.0,0.364,62.25,DEFENSIVO,-1,209.24,44.79,219.12,217.33,True,True,True,87.66,-112.77,29254000640.0,4185999872.0,,2.34,249.0,19.0,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.37,7,5,0,BAJA
LMT,False,,,,Lockheed Martin Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,140685606912.0,0.24,0.76865,DEFENSIVO,-1,593.36,36.54,636.32,520.96,False,True,True,28.43,20.8,8285000192.0,5016999936.0,338.8,2.75,667.85,12.55,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.86,2,5,0,BAJA
