Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
TEAM,Atlassian Corporation,Technology,Software - Application,GROWTH,S&P 500,15800907776.0,0.994,-0.13465999,BALANCEADO,1,59.91,33.38,76.99,143.05,False,True,False,,10.0,-22988000.0,-189224992.0,76.38,,165.22,175.77,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.82,6,6,-1,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,9900346368.0,0.943,-0.12236,BALANCEADO,1,57.04,53.55,60.08,85.48,True,True,False,,6.2,-138772000.0,-105663000.0,0.1,,90.41,58.5,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,5,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,S&P 500,4730725072896.0,2.335,1.01485,ESPECULATIVO,-1,194.62,66.67,182.08,181.11,True,False,True,39.72,30.07,133230002176.0,120066998272.0,7.25,0.09,268.22,37.82,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.82,6,5,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,Dow Jones,175243247616.0,1.128,2.90084,BALANCEADO,1,223.0,59.7,220.53,219.23,True,False,True,89.56,32.12,-3238000128.0,1888999936.0,1032.89,,266.76,19.62,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,Dow Jones,370747441152.0,1.519,0.43526,AGRESIVO,1,792.23,67.44,728.53,563.71,True,False,True,42.05,17.29,13960999936.0,8883999744.0,206.67,3.16,746.06,-5.83,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,S&P 500,467026739200.0,1.597,0.57572,AGRESIVO,1,162.38,61.72,150.32,215.99,True,False,False,29.15,13.92,27441000448.0,16188000256.0,415.26,5.91,246.46,51.78,1,3,5,SIN SETUP,SEGUIMIENTO,BAJA,4,5.82,6,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,S&P 500,449317044224.0,1.669,0.42762002,AGRESIVO,0,105.93,76.9,90.55,106.29,True,False,False,41.87,16.8,13659992064.0,10981200896.0,63.78,1.24,114.03,7.65,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,5,0,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,Dow Jones,285228040192.0,0.408,0.12538,DEFENSIVO,-1,314.24,68.42,284.14,312.58,True,False,False,23.73,3.03,21624999936.0,12056000512.0,81.62,3.84,360.96,14.87,1,4,4,SIN SETUP,EVITAR,NULA,0,3.33,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,Dow Jones,841487613952.0,1.043,0.16134001,BALANCEADO,1,311.98,65.9,299.67,303.38,True,False,False,15.59,2.46,,55680999424.0,,,334.43,7.2,1,2,4,SIN SETUP,EVITAR,NULA,0,4.75,7,4,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,Nasdaq,10367056896.0,,,SIN DATO,0,55.6,37.41,56.74,47.66,False,True,True,21.44,1.07,,,,,,,3,0,3,PULLBACK,EVITAR,NULA,0,1.8,10,3,0,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,S&P 500,8686771200.0,,-0.89481,SIN DATO,0,48.42,50.62,51.01,67.52,True,True,False,,17.55,-171512992.0,-245028000.0,270.11,,72.73,50.21,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,3,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,S&P 500,40706744320.0,2.205,-0.18837999,ESPECULATIVO,-1,70.7,52.98,69.81,59.27,True,False,True,,22.32,-185512992.0,-198208992.0,15.39,,86.68,22.61,2,2,3,TENDENCIA FIRME,EVITAR,NULA,0,4.33,8,3,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,S&P 500,69953961984.0,2.464,0.21993999,ESPECULATIVO,-1,77.7,57.1,75.36,107.36,True,False,False,37.9,7.66,,1883000064.0,136.04,,103.77,33.55,1,3,3,SIN SETUP,EVITAR,NULA,0,4.75,7,3,0,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,Dow Jones,581460426752.0,0.329,0.35029998,DEFENSIVO,-1,241.24,52.56,241.16,201.51,False,False,True,21.86,7.12,33835999232.0,26804000768.0,60.5,1.46,241.92,0.28,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,3,0,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,1225531520.0,2.07,-0.55012,ESPECULATIVO,-1,8.44,43.73,9.35,15.69,True,True,False,,1.69,-453099008.0,-434502016.0,8.37,,8.82,4.48,2,1,2,PULLBACK,EVITAR,NULA,0,5.82,6,2,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,Nasdaq,635821031424.0,,,SIN DATO,0,692.78,66.4,674.15,665.16,True,False,True,27.47,1.61,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,Nasdaq,246222274560.0,,,SIN DATO,0,626.38,67.08,600.49,597.48,True,False,True,33.09,1.75,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,Nasdaq,39384117248.0,,,SIN DATO,0,484.77,62.09,479.89,469.1,True,False,True,23.76,1.35,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,Nasdaq,75324211200.0,,,SIN DATO,0,268.0,66.76,256.58,244.54,True,False,True,19.4,1.23,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,Nasdaq,46675132416.0,,,SIN DATO,0,62.03,65.24,59.14,54.56,True,False,True,17.25,1.18,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,Nasdaq,432583245824.0,,,SIN DATO,0,695.97,66.73,677.09,668.21,True,False,True,27.47,1.62,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,Nasdaq,45758029824.0,,,SIN DATO,0,51.79,62.7,50.94,52.7,True,False,False,17.47,1.52,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,Nasdaq,40033038336.0,,,SIN DATO,0,147.15,67.06,138.98,139.15,True,False,False,34.98,0.99,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,Nasdaq,,,,SIN DATO,0,74.28,60.28,70.91,77.44,True,False,False,48.91,,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
