Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,217406636032.0,0.532,,DEFENSIVO,-1,305.85,39.24,321.09,309.1,True,True,True,25.59,14593999872.0,8562999808.0,,344.85,12.75,4,3,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,170681434112.0,1.128,2.90084,BALANCEADO,1,217.2,55.25,220.97,219.01,True,True,True,87.23,-3238000128.0,1888999936.0,1032.89,267.24,23.04,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.0,7,0,6,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,340798078976.0,0.403,0.31562,DEFENSIVO,-1,145.61,45.33,153.02,151.63,True,True,True,21.57,24764999680.0,16161999872.0,68.72,166.23,14.16,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,0,6,BAJA
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,373720023040.0,0.587,0.07231,DEFENSIVO,-1,187.58,38.3,190.81,163.62,False,True,True,28.34,37631000576.0,12298999808.0,24.32,203.54,8.51,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,0,6,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,443447803904.0,0.831,2.09915,BALANCEADO,1,496.89,45.71,514.9,551.79,True,True,False,30.08,20544000000.0,14968000512.0,256.04,657.11,32.25,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,8,0,6,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,587145871360.0,0.799,0.53954,DEFENSIVO,0,304.53,46.74,313.71,335.46,True,True,False,28.62,28987000832.0,20592001024.0,54.61,395.26,29.79,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,8,0,6,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,335188295680.0,1.085,1.45541,BALANCEADO,1,336.53,48.42,357.17,373.02,True,True,False,23.65,25010999296.0,14156000256.0,514.39,408.18,21.29,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,1291924799488.0,1.915,0.049250003,ESPECULATIVO,0,344.26,34.65,394.21,397.33,False,True,False,321.77,10503000064.0,3793999872.0,17.76,416.15,20.88,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,400119136256.0,1.963,0.07082,ESPECULATIVO,0,245.41,70.28,209.36,199.42,True,False,True,94.39,6744999936.0,4268999936.0,6.36,289.35,17.9,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.45,3,0,6,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1013372092416.0,0.661,0.21847,DEFENSIVO,0,127.11,55.32,125.41,110.02,True,False,True,46.73,44027998208.0,21892999168.0,64.44,136.02,7.01,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,0,6,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,582750633984.0,1.382,0.50458,AGRESIVO,1,1484.11,61.82,1392.72,1067.57,True,False,True,51.48,12266399744.0,9609400320.0,23.92,1502.24,1.22,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.45,3,0,6,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,105369780224.0,1.188,0.16364,BALANCEADO,1,290.84,48.78,294.75,328.44,False,True,False,39.3,5632000000.0,2319000064.0,63.94,373.3,28.35,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,0,6,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2561017380864.0,1.383,0.22286,AGRESIVO,1,238.09,71.32,213.4,224.86,True,False,False,33.21,145730994176.0,77669998592.0,43.44,281.27,18.14,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,214363684864.0,0.41,0.42848,DEFENSIVO,-1,156.8,51.03,160.17,148.29,True,True,True,26.14,18173999104.0,8240000000.0,258.08,170.16,8.52,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,0,5,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8712285184.0,0.943,-0.12236,BALANCEADO,1,50.22,42.7,61.18,85.48,True,True,False,,-138772000.0,-105663000.0,0.1,91.03,81.26,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,0,5,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4584044494848.0,2.335,1.01485,ESPECULATIVO,-1,188.61,61.33,182.08,180.74,True,False,True,38.57,133230002176.0,120066998272.0,7.25,268.22,42.21,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.45,3,0,5,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,334970716160.0,0.361,0.43323,DEFENSIVO,-1,77.82,56.25,77.53,71.49,True,False,True,25.6,16078000128.0,13107000320.0,139.79,83.67,7.52,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,0,5,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,636119810048.0,0.288,0.110810004,DEFENSIVO,-1,153.04,42.25,153.96,124.94,False,True,True,22.84,59385999360.0,28843999232.0,18.94,160.88,5.12,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,0,5,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,370958041088.0,1.519,0.43526,AGRESIVO,1,792.68,67.49,723.35,559.57,True,False,True,42.14,13960999936.0,8883999744.0,206.67,742.56,-6.32,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,0,5,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,402790514688.0,1.597,0.57572,AGRESIVO,1,140.05,40.7,150.67,216.53,False,True,False,25.14,27441000448.0,16188000256.0,415.26,246.46,75.98,1,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.45,3,0,5,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,433012080640.0,1.669,0.42762002,AGRESIVO,0,102.08,71.22,89.68,106.53,True,False,False,40.35,13659992064.0,10981200896.0,63.78,113.79,11.47,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,0,5,BAJA
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,7911743488.0,,-0.89481,SIN DATO,0,44.1,37.53,51.61,67.72,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,71.04,3,1,4,PULLBACK,EVITAR,NULA,0,4.0,9,0,4,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,38893080576.0,2.205,-0.18837999,ESPECULATIVO,-1,67.55,49.15,70.29,58.91,True,True,True,,-185512992.0,-198208992.0,15.39,86.68,28.32,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,0,4,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62112550912.0,2.464,0.21993999,ESPECULATIVO,-1,68.99,42.54,76.38,107.45,True,True,False,33.65,,1883000064.0,136.04,106.98,55.07,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,8,0,4,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,577110605824.0,0.329,0.35029998,DEFENSIVO,-1,239.48,48.32,240.69,200.64,False,True,True,21.71,33835999232.0,26804000768.0,60.5,241.71,0.93,2,3,4,PULLBACK,EVITAR,NULA,0,4.0,9,0,4,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,279645913088.0,0.408,0.12538,DEFENSIVO,-1,308.09,66.63,283.26,312.49,True,False,False,23.29,21624999936.0,12056000512.0,81.62,360.62,17.05,1,4,4,SIN SETUP,EVITAR,NULA,0,4.0,9,0,4,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,833329102848.0,1.043,0.16134001,BALANCEADO,1,308.98,64.4,299.39,303.11,True,False,False,15.43,,55680999424.0,,336.54,8.92,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,8,0,4,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38960844800.0,,,SIN DATO,0,479.57,58.16,480.14,468.59,True,True,True,23.51,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,1.9,10,0,3,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1205917184.0,2.07,-0.55012,ESPECULATIVO,-1,8.3,40.9,9.47,15.85,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,6.24,2,2,3,PULLBACK,EVITAR,NULA,0,6.45,3,0,3,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,623958687744.0,,,SIN DATO,0,679.85,60.27,674.3,664.36,True,False,True,26.95,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,240284336128.0,,,SIN DATO,0,611.26,60.6,600.64,596.7,True,False,True,32.29,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,73325936640.0,,,SIN DATO,0,260.9,60.08,256.37,244.01,True,False,True,18.89,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45557821440.0,,,SIN DATO,0,60.55,60.55,59.07,54.42,True,False,True,16.84,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44812746752.0,,,SIN DATO,0,50.72,55.31,51.01,52.7,True,True,False,17.11,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,69.01,47.47,71.03,77.41,True,True,False,45.44,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,424437841920.0,,,SIN DATO,0,682.87,60.47,677.22,667.41,True,False,True,26.95,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,0,2,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10615914496.0,,,SIN DATO,0,56.94,42.76,56.52,47.52,False,False,True,21.95,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,0,1,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38838743040.0,,,SIN DATO,0,142.76,60.67,138.94,138.94,True,False,False,33.94,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,0,1,IGNORAR
