Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,227188850688.0,0.685,0.35158002,DEFENSIVO,0,242.1,43.8,258.75,277.0,True,True,False,21.71,16117999616.0,10570999808.0,197.33,313.4,29.45,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.27,3,0,6,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,454772850688.0,0.831,2.09915,BALANCEADO,1,509.58,53.07,515.77,552.3,True,True,False,30.83,20544000000.0,14968000512.0,256.04,657.11,28.95,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,595860586496.0,0.799,0.53954,DEFENSIVO,0,309.05,52.23,314.5,335.87,True,True,False,29.02,28987000832.0,20592001024.0,54.61,395.26,27.89,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,377024348160.0,1.963,0.07082,ESPECULATIVO,0,231.24,64.47,209.8,198.34,True,False,True,88.6,6744999936.0,4268999936.0,6.36,289.35,25.13,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.27,3,0,6,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,334017429504.0,1.085,1.45541,BALANCEADO,1,335.36,47.67,358.75,373.23,True,True,False,23.58,25010999296.0,14156000256.0,514.39,408.18,21.71,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1009306173440.0,0.661,0.21847,DEFENSIVO,0,126.6,55.76,124.94,109.71,True,False,True,46.37,44027998208.0,21892999168.0,64.44,136.02,7.44,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,0,6,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,455074873344.0,0.978,0.29650998,BALANCEADO,1,1025.24,65.25,990.61,949.02,True,False,True,53.26,13459999744.0,8549000192.0,60.26,1067.59,4.13,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,0,6,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,102688800768.0,1.188,0.16364,BALANCEADO,1,283.44,44.18,294.84,328.76,False,True,False,38.35,5632000000.0,2319000064.0,63.94,373.3,31.7,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,0,6,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2371774316544.0,1.383,0.22286,AGRESIVO,1,220.95,60.45,213.71,224.6,True,False,False,30.86,145730994176.0,77669998592.0,43.44,281.27,27.3,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,219005190144.0,0.532,,DEFENSIVO,-1,306.9,39.12,321.32,308.93,False,True,True,25.68,14593999872.0,8562999808.0,,344.85,12.37,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,5,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,210310692864.0,0.41,0.42848,DEFENSIVO,-1,153.85,44.64,159.81,148.01,True,True,True,25.6,18173999104.0,8240000000.0,258.08,170.35,10.72,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,5,0,5,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,360451899392.0,1.519,0.43526,AGRESIVO,1,770.23,63.86,717.37,555.36,True,False,True,40.88,13960999936.0,8883999744.0,206.67,742.18,-3.64,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,0,5,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,420392468480.0,1.669,0.42762002,AGRESIVO,0,99.11,65.88,89.0,106.77,True,False,False,39.17,13659992064.0,10981200896.0,63.78,113.9,14.92,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,0,5,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39411269632.0,2.205,-0.18837999,ESPECULATIVO,-1,68.45,50.16,71.1,58.56,True,True,True,,-185512992.0,-198208992.0,15.39,87.4,27.68,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,0,4,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,64570122240.0,2.464,0.21993999,ESPECULATIVO,-1,71.72,46.7,77.77,107.55,True,True,False,34.99,,1883000064.0,136.04,111.2,55.04,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,277449277440.0,0.408,0.12538,DEFENSIVO,-1,305.67,65.39,282.49,312.44,True,False,False,23.1,21624999936.0,12056000512.0,81.62,359.77,17.7,1,4,4,SIN SETUP,EVITAR,NULA,0,3.33,9,0,4,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,829364502528.0,1.043,0.16134001,BALANCEADO,1,307.51,64.27,299.01,302.81,True,False,False,15.36,,55680999424.0,,337.04,9.6,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,384455704576.0,0.587,0.07231,DEFENSIVO,-1,192.29,43.41,190.01,163.18,False,False,True,29.0,37631000576.0,12298999808.0,24.32,203.54,5.85,1,4,4,SIN SETUP,EVITAR,NULA,0,3.5,8,0,4,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,618869620736.0,,,SIN DATO,0,674.3,57.51,674.88,663.59,True,True,True,26.73,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.1,10,0,3,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38819479552.0,,,SIN DATO,0,477.82,57.76,480.49,468.05,True,True,True,23.42,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.1,10,0,3,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,421019418624.0,,,SIN DATO,0,677.37,57.74,677.82,666.63,True,True,True,26.73,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.1,10,0,3,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8451794944.0,,-0.89481,SIN DATO,0,47.28,44.55,52.46,67.95,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,59.54,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,644973723648.0,0.288,0.110810004,DEFENSIVO,-1,154.79,44.61,153.26,124.49,False,False,True,23.1,59385999360.0,28843999232.0,18.94,160.29,3.55,1,3,3,SIN SETUP,EVITAR,NULA,0,3.5,8,0,3,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,579436150784.0,0.329,0.35029998,DEFENSIVO,-1,240.44,50.73,240.1,199.75,False,False,True,21.78,33835999232.0,26804000768.0,60.5,241.25,0.34,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1285100800.0,2.07,-0.55012,ESPECULATIVO,-1,8.85,48.87,9.65,16.0,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,-0.36,2,1,2,PULLBACK,TOMA DE GANANCIA,NULA,0,6.27,3,0,2,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,237412745216.0,,,SIN DATO,0,603.95,57.29,601.46,595.94,True,False,True,31.91,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.1,10,0,2,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,72942305280.0,,,SIN DATO,0,259.54,59.45,256.46,243.53,True,False,True,18.79,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.1,10,0,2,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45264384000.0,,,SIN DATO,0,60.16,59.61,59.07,54.29,True,False,True,16.73,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.1,10,0,2,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38441512960.0,,,SIN DATO,0,141.3,58.38,139.18,138.74,True,False,True,33.59,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.1,10,0,2,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,70.04,50.18,71.44,77.42,True,True,False,46.12,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.1,10,0,2,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,45152874496.0,,,SIN DATO,0,51.11,60.04,51.09,52.7,True,False,False,17.24,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.1,10,0,1,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10791152640.0,,,SIN DATO,0,57.88,46.96,56.22,47.38,False,False,True,22.31,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.1,10,0,1,IGNORAR
