Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,CORE,3829910470656.0,1.128,0.35705003,BALANCEADO,1,316.6,60.88,308.33,268.55,True,False,True,29.31,150175006720.0,132169998336.0,16.13,376.29,18.85,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.75,1,7,0,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,443154792448.0,0.978,0.29650998,BALANCEADO,1,998.39,50.17,992.7,949.17,True,False,True,52.0,13459999744.0,8549000192.0,60.26,1067.94,6.97,2,4,7,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,7,0,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,217268240384.0,0.532,,DEFENSIVO,-1,305.64,39.02,321.09,309.1,True,True,True,25.58,14593999872.0,8562999808.0,,344.85,12.83,4,3,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,170512465920.0,1.128,2.90084,BALANCEADO,1,216.98,55.05,220.96,219.01,True,True,True,87.14,-3238000128.0,1888999936.0,1032.89,267.24,23.16,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.0,7,6,0,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,340400209920.0,0.403,0.31562,DEFENSIVO,-1,145.44,44.95,153.02,151.63,True,True,True,21.55,24764999680.0,16161999872.0,68.72,166.23,14.29,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,6,0,BAJA
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,374377349120.0,0.587,0.07231,DEFENSIVO,-1,187.95,38.66,190.81,163.63,False,True,True,28.39,37631000576.0,12298999808.0,24.32,203.54,8.3,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,0,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,397009387520.0,1.597,0.57572,AGRESIVO,1,138.04,37.94,150.63,216.52,False,True,False,24.78,27441000448.0,16188000256.0,415.26,246.46,78.54,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.73,2,6,0,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,442872201216.0,0.831,2.09915,BALANCEADO,1,496.25,45.36,514.89,551.79,True,True,False,30.04,20544000000.0,14968000512.0,256.04,657.11,32.42,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,8,6,0,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,585748054016.0,0.799,0.53954,DEFENSIVO,0,303.8,45.96,313.69,335.46,True,True,False,28.55,28987000832.0,20592001024.0,54.61,395.26,30.1,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,8,6,0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,335591604224.0,1.085,1.45541,BALANCEADO,1,336.93,48.68,357.18,373.03,True,True,False,23.68,25010999296.0,14156000256.0,514.39,408.18,21.15,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,1298660327424.0,1.915,0.049250003,ESPECULATIVO,0,346.02,35.35,394.25,397.34,False,True,False,323.44,10503000064.0,3793999872.0,17.76,416.15,20.27,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,400355524608.0,1.963,0.07082,ESPECULATIVO,0,245.55,70.33,209.36,199.42,True,False,True,94.44,6744999936.0,4268999936.0,6.36,289.35,17.84,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,6,0,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1009704828928.0,0.661,0.21847,DEFENSIVO,0,126.65,54.3,125.4,110.02,True,False,True,46.56,44027998208.0,21892999168.0,64.44,136.02,7.4,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,6,0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,583051051008.0,1.382,0.50458,AGRESIVO,1,1484.88,61.87,1392.73,1067.57,True,False,True,51.5,12266399744.0,9609400320.0,23.92,1502.07,1.16,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,6,0,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,103148904448.0,1.188,0.16364,BALANCEADO,1,284.71,45.48,294.62,328.41,False,True,False,38.47,5632000000.0,2319000064.0,63.94,373.3,31.11,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,6,0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2560748683264.0,1.383,0.22286,AGRESIVO,1,238.12,71.33,213.4,224.86,True,False,False,33.21,145730994176.0,77669998592.0,43.44,281.27,18.12,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,214719086592.0,0.41,0.42848,DEFENSIVO,-1,157.1,51.68,160.17,148.29,True,True,True,26.18,18173999104.0,8240000000.0,258.08,170.16,8.31,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,5,0,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8746130432.0,0.943,-0.12236,BALANCEADO,1,50.39,42.99,61.18,85.48,True,True,False,,-138772000.0,-105663000.0,0.1,91.03,80.65,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4580304224256.0,2.335,1.01485,ESPECULATIVO,-1,188.46,61.19,182.07,180.74,True,False,True,38.54,133230002176.0,120066998272.0,7.25,268.22,42.32,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,5,0,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,334195949568.0,0.361,0.43323,DEFENSIVO,-1,77.64,55.17,77.53,71.49,True,False,True,25.54,16078000128.0,13107000320.0,139.79,83.67,7.76,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,5,0,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,635454816256.0,0.288,0.110810004,DEFENSIVO,-1,152.88,42.07,153.96,124.94,False,True,True,22.82,59385999360.0,28843999232.0,18.94,160.88,5.23,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,371774685184.0,1.519,0.43526,AGRESIVO,1,794.42,67.75,723.38,559.58,True,False,True,42.23,13960999936.0,8883999744.0,206.67,742.56,-6.53,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,434242256896.0,1.669,0.42762002,AGRESIVO,0,102.36,71.68,89.69,106.53,True,False,False,40.46,13659992064.0,10981200896.0,63.78,113.79,11.16,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,5,0,BAJA
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,7744897536.0,,-0.89481,SIN DATO,0,43.17,35.74,51.59,67.71,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,74.72,3,1,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39209750528.0,2.205,-0.18837999,ESPECULATIVO,-1,68.1,49.82,70.3,58.91,True,True,True,,-185512992.0,-198208992.0,15.39,86.68,27.29,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62004244480.0,2.464,0.21993999,ESPECULATIVO,-1,68.87,42.36,76.38,107.45,True,True,False,33.6,,1883000064.0,136.04,106.98,55.34,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,574351212544.0,0.329,0.35029998,DEFENSIVO,-1,238.33,46.06,240.66,200.63,False,True,True,21.61,33835999232.0,26804000768.0,60.5,241.71,1.42,2,3,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,277167865856.0,0.408,0.12538,DEFENSIVO,-1,305.36,64.63,283.2,312.48,True,False,False,23.08,21624999936.0,12056000512.0,81.62,360.62,18.1,1,4,4,SIN SETUP,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,835203497984.0,1.043,0.16134001,BALANCEADO,1,309.68,65.4,299.4,303.11,True,False,False,15.47,,55680999424.0,,336.54,8.67,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38939717632.0,,,SIN DATO,0,479.31,57.88,480.14,468.58,True,True,True,23.49,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,1.9,10,3,0,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1217540352.0,2.07,-0.55012,ESPECULATIVO,-1,8.38,41.94,9.48,15.85,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,5.23,2,2,3,PULLBACK,EVITAR,NULA,0,6.73,2,3,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,623408054272.0,,,SIN DATO,0,679.26,59.8,674.28,664.36,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,239983607808.0,,,SIN DATO,0,610.49,60.25,600.63,596.69,True,False,True,32.25,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,73382150144.0,,,SIN DATO,0,261.11,60.38,256.38,244.01,True,False,True,18.9,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45484310528.0,,,SIN DATO,0,60.45,60.24,59.06,54.42,True,False,True,16.81,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44874588160.0,,,SIN DATO,0,50.79,55.96,51.01,52.7,True,True,False,17.13,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,69.04,47.55,71.03,77.41,True,True,False,45.46,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,424127070208.0,,,SIN DATO,0,682.37,60.08,677.21,667.41,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10616847360.0,,,SIN DATO,0,56.95,42.78,56.52,47.52,False,False,True,21.95,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38818308096.0,,,SIN DATO,0,142.68,60.55,138.94,138.94,True,False,False,33.92,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
