Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,371588726784.0,0.587,0.07231,DEFENSIVO,-1,186.52,38.68,191.43,164.08,False,True,True,28.09,1.98,37631000576.0,12298999808.0,24.32,1.24,207.96,11.49,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,5,1,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,Dow Jones,617332211712.0,0.288,0.110810004,DEFENSIVO,-1,148.52,36.95,154.34,125.35,False,True,True,22.17,2.39,59385999360.0,28843999232.0,18.94,0.85,162.71,9.55,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,5,1,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,Dow Jones,329311191040.0,0.361,0.43323,DEFENSIVO,-1,76.51,48.89,77.62,71.56,True,True,True,25.17,10.23,16078000128.0,13107000320.0,139.79,2.98,83.67,9.36,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.2,2,6,0,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,Dow Jones,225096187904.0,0.685,0.35158002,DEFENSIVO,0,239.87,45.0,253.58,275.9,True,True,False,21.51,6.88,16117999616.0,10570999808.0,197.33,4.01,307.48,28.18,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,S&P 500,457575104512.0,0.831,2.09915,BALANCEADO,1,512.72,55.0,513.71,551.43,True,True,False,31.02,59.25,20544000000.0,14968000512.0,256.04,0.97,657.11,28.16,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,4.75,7,6,0,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,Dow Jones,598771957760.0,0.799,0.53954,DEFENSIVO,0,310.61,53.95,313.03,335.1,True,True,False,29.19,15.5,28987000832.0,20592001024.0,54.61,0.73,394.86,27.12,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,4.75,7,6,0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,Dow Jones,340895432704.0,1.085,1.45541,BALANCEADO,1,342.26,52.36,355.93,372.82,True,True,False,24.05,26.61,25010999296.0,14156000256.0,514.39,2.64,408.21,19.27,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,S&P 500,409901596672.0,1.963,0.07082,ESPECULATIVO,0,251.41,72.52,209.54,200.47,True,False,True,95.96,6.5,6744999936.0,4268999936.0,6.36,0.59,289.35,15.09,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,1361307238400.0,1.915,0.049250003,ESPECULATIVO,0,362.81,45.17,391.67,397.66,True,True,False,335.91,16.57,10503000064.0,3793999872.0,17.76,1.4,415.3,14.47,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,593774510080.0,1.382,0.50458,AGRESIVO,1,1512.19,64.01,1395.29,1074.54,True,False,True,52.23,25.68,12266399744.0,9609400320.0,23.92,0.38,1511.24,-0.06,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,6,0,BAJA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,93909942272.0,1.492,0.35985002,AGRESIVO,1,1852.37,61.73,1814.61,2134.09,True,False,False,47.03,13.92,4019000064.0,1996999936.0,169.24,2.84,2490.27,34.44,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1671757955072.0,1.309,0.30238,AGRESIVO,1,661.08,64.59,630.42,682.02,True,False,False,28.15,7.7,101891997696.0,60458000384.0,39.16,0.84,855.68,29.44,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,6,0,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,107181252608.0,1.188,0.16364,BALANCEADO,1,295.8,51.64,295.05,328.17,True,False,False,39.92,6.37,5632000000.0,2319000064.0,63.94,1.69,373.3,26.2,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.5,6,7,-1,BAJA
DIS,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,181843279872.0,1.441,0.12024,AGRESIVO,1,102.54,60.44,101.66,110.83,True,False,False,15.1,1.68,19306000384.0,12252000256.0,40.91,2.42,128.39,25.21,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,8,-2,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2663075545088.0,1.383,0.22286,AGRESIVO,1,247.62,75.78,213.53,225.15,True,False,False,34.54,6.46,145730994176.0,77669998592.0,43.44,1.23,281.18,13.55,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,Dow Jones,214602416128.0,0.532,,DEFENSIVO,-1,301.9,35.15,320.61,309.28,False,True,True,25.29,-119.85,14593999872.0,8562999808.0,,3.76,344.79,14.21,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,5,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,S&P 500,212887388160.0,0.41,0.42848,DEFENSIVO,-1,155.74,48.64,160.36,148.57,True,True,True,25.96,10.43,18173999104.0,8240000000.0,258.08,2.92,170.06,9.2,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.2,2,5,0,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,10131210240.0,0.943,-0.12236,BALANCEADO,1,58.37,55.27,60.11,85.49,True,True,False,,6.35,-138772000.0,-105663000.0,0.1,,90.41,54.88,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,S&P 500,4707632807936.0,2.335,1.01485,ESPECULATIVO,-1,193.69,65.93,182.06,181.11,True,False,True,39.53,29.93,133230002176.0,120066998272.0,7.25,0.09,268.22,38.48,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.91,5,5,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,Dow Jones,176315924480.0,1.128,2.90084,BALANCEADO,1,224.37,60.67,220.55,219.24,True,False,True,90.11,32.32,-3238000128.0,1888999936.0,1032.89,,266.76,18.89,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,Dow Jones,372703592448.0,1.519,0.43526,AGRESIVO,1,796.41,68.17,728.62,563.73,True,False,True,42.27,17.38,13960999936.0,8883999744.0,206.67,3.16,746.06,-6.32,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,S&P 500,468047757312.0,1.597,0.57572,AGRESIVO,1,162.74,61.95,150.33,215.99,True,False,False,29.22,13.95,27441000448.0,16188000256.0,415.26,5.91,246.46,51.44,1,3,5,SIN SETUP,SEGUIMIENTO,BAJA,4,5.91,5,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,S&P 500,446967906304.0,1.669,0.42762002,AGRESIVO,0,105.37,76.19,90.54,106.29,True,False,False,41.65,16.71,13659992064.0,10981200896.0,63.78,1.24,114.03,8.22,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,5,0,BAJA
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,Dow Jones,580809719808.0,0.329,0.35029998,DEFENSIVO,-1,241.01,52.12,241.15,201.5,False,True,True,21.83,7.12,33835999232.0,26804000768.0,60.5,1.46,241.92,0.38,2,3,4,PULLBACK,EVITAR,NULA,0,3.67,9,4,0,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,Dow Jones,288659046400.0,0.408,0.12538,DEFENSIVO,-1,318.02,70.0,284.22,312.6,True,False,False,24.02,3.06,21624999936.0,12056000512.0,81.62,3.84,360.96,13.5,1,4,4,SIN SETUP,EVITAR,NULA,0,3.67,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,Dow Jones,842499031040.0,1.043,0.16134001,BALANCEADO,1,312.38,66.5,299.68,303.38,True,False,False,15.61,2.46,,55680999424.0,,,334.43,7.06,1,2,4,SIN SETUP,EVITAR,NULA,0,4.75,7,4,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,Nasdaq,10427626496.0,,,SIN DATO,0,55.94,38.66,56.75,47.66,False,True,True,21.56,1.07,,,,,,,3,0,3,PULLBACK,EVITAR,NULA,0,1.8,10,1,2,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,S&P 500,8735210496.0,,-0.89481,SIN DATO,0,48.69,51.21,51.01,67.52,True,True,False,,17.65,-171512992.0,-245028000.0,270.11,,72.73,49.38,2,1,3,PULLBACK,EVITAR,NULA,0,3.67,9,3,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,S&P 500,42439806976.0,2.205,-0.18837999,ESPECULATIVO,-1,73.71,56.39,69.87,59.29,True,False,True,,23.27,-185512992.0,-198208992.0,15.39,,86.68,17.6,2,2,3,TENDENCIA FIRME,EVITAR,NULA,0,4.33,8,3,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,S&P 500,70732824576.0,2.464,0.21993999,ESPECULATIVO,-1,78.57,58.19,75.38,107.37,True,False,False,38.32,7.75,,1883000064.0,136.04,,103.77,32.07,1,3,3,SIN SETUP,EVITAR,NULA,0,4.75,7,4,-1,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,1238171776.0,2.07,-0.55012,ESPECULATIVO,-1,8.52,45.14,9.35,15.69,True,True,False,,1.71,-453099008.0,-434502016.0,8.37,,8.82,3.5,2,1,2,PULLBACK,EVITAR,NULA,0,5.91,5,2,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,Nasdaq,635417198592.0,,,SIN DATO,0,692.34,66.21,674.14,665.16,True,False,True,27.45,1.61,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,Nasdaq,245518467072.0,,,SIN DATO,0,624.58,66.4,600.45,597.47,True,False,True,33.0,1.75,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,Nasdaq,39429615616.0,,,SIN DATO,0,485.33,62.49,479.9,469.1,True,False,True,23.79,1.35,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,Nasdaq,75557478400.0,,,SIN DATO,0,268.84,67.42,256.6,244.55,True,False,True,19.46,1.23,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,Nasdaq,46641278976.0,,,SIN DATO,0,61.99,65.11,59.14,54.56,True,False,True,17.24,1.18,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,Nasdaq,432337780736.0,,,SIN DATO,0,695.58,66.56,677.08,668.21,True,False,True,27.45,1.61,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,Nasdaq,45780119552.0,,,SIN DATO,0,51.81,62.83,50.94,52.7,True,False,False,17.48,1.52,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,Nasdaq,39910612992.0,,,SIN DATO,0,146.7,66.47,138.97,139.15,True,False,False,34.87,0.98,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,Nasdaq,,,,SIN DATO,0,74.89,61.43,70.92,77.45,True,False,False,49.32,,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
