Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,412439379968.0,1.597,0.57572,AGRESIVO,1,143.39,42.73,152.06,217.25,True,True,False,25.75,27441000448.0,16188000256.0,415.26,246.46,71.88,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.27,3,0,6,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,227104374784.0,0.685,0.35158002,DEFENSIVO,0,242.01,43.73,258.75,277.0,True,True,False,21.7,16117999616.0,10570999808.0,197.33,313.4,29.5,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.27,3,0,6,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,454063390720.0,0.831,2.09915,BALANCEADO,1,508.79,52.65,515.76,552.3,True,True,False,30.78,20544000000.0,14968000512.0,256.04,657.11,29.15,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,595012288512.0,0.799,0.53954,DEFENSIVO,0,308.61,51.75,314.49,335.87,True,True,False,28.98,28987000832.0,20592001024.0,54.61,395.26,28.08,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,6,0,6,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,375793418240.0,1.963,0.07082,ESPECULATIVO,0,230.45,64.13,209.79,198.34,True,False,True,88.31,6744999936.0,4268999936.0,6.36,289.35,25.56,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.27,3,0,6,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,333663830016.0,1.085,1.45541,BALANCEADO,1,335.0,47.44,358.74,373.23,True,True,False,23.56,25010999296.0,14156000256.0,514.39,408.18,21.85,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1009146724352.0,0.661,0.21847,DEFENSIVO,0,126.59,55.74,124.94,109.71,True,False,True,46.37,44027998208.0,21892999168.0,64.44,136.02,7.45,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,0,6,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,455228063744.0,0.978,0.29650998,BALANCEADO,1,1025.59,65.36,990.62,949.02,True,False,True,53.28,13459999744.0,8549000192.0,60.26,1067.59,4.1,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,0,6,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,102739517440.0,1.188,0.16364,BALANCEADO,1,283.58,44.26,294.84,328.76,False,True,False,38.37,5632000000.0,2319000064.0,63.94,373.3,31.64,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,0,6,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2365332389888.0,1.383,0.22286,AGRESIVO,1,220.34,59.96,213.7,224.6,True,False,False,30.77,145730994176.0,77669998592.0,43.44,281.27,27.65,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.67,2,0,6,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,218962378752.0,0.532,,DEFENSIVO,-1,306.84,39.02,321.32,308.93,False,True,True,25.68,14593999872.0,8562999808.0,,344.85,12.39,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,2,0,5,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,210331189248.0,0.41,0.42848,DEFENSIVO,-1,153.87,44.68,159.81,148.01,True,True,True,25.6,18173999104.0,8240000000.0,258.08,170.35,10.71,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,5,0,5,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,359665696768.0,1.519,0.43526,AGRESIVO,1,768.55,63.58,717.33,555.35,True,False,True,40.79,13960999936.0,8883999744.0,206.67,742.18,-3.43,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,0,5,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,419671343104.0,1.669,0.42762002,AGRESIVO,0,98.93,65.53,88.99,106.77,True,False,False,39.1,13659992064.0,10981200896.0,63.78,113.9,15.13,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,0,5,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39336423424.0,2.205,-0.18837999,ESPECULATIVO,-1,68.32,50.01,71.1,58.56,True,True,True,,-185512992.0,-198208992.0,15.39,87.4,27.92,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,0,4,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,64336039936.0,2.464,0.21993999,ESPECULATIVO,-1,71.46,46.25,77.77,107.55,True,True,False,34.86,,1883000064.0,136.04,111.2,55.61,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,277176975360.0,0.408,0.12538,DEFENSIVO,-1,305.37,65.15,282.48,312.44,True,False,False,23.08,21624999936.0,12056000512.0,81.62,359.77,17.81,1,4,4,SIN SETUP,EVITAR,NULA,0,3.33,9,0,4,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,827935031296.0,1.043,0.16134001,BALANCEADO,1,306.98,63.88,299.0,302.8,True,False,False,15.33,,55680999424.0,,337.04,9.79,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,6,0,4,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,384885587968.0,0.587,0.07231,DEFENSIVO,-1,192.51,43.65,190.02,163.18,False,False,True,29.04,37631000576.0,12298999808.0,24.32,203.54,5.73,1,4,4,SIN SETUP,EVITAR,NULA,0,3.5,8,0,4,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,618346446848.0,,,SIN DATO,0,673.73,57.22,674.87,663.59,True,True,True,26.71,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.2,10,0,3,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38781296640.0,,,SIN DATO,0,477.35,57.4,480.48,468.05,True,True,True,23.4,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.2,10,0,3,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,420671258624.0,,,SIN DATO,0,676.8,57.45,677.81,666.63,True,True,True,26.71,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.2,10,0,3,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8420240896.0,,-0.89481,SIN DATO,0,47.1,43.99,52.46,67.95,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,60.15,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,647327514624.0,0.288,0.110810004,DEFENSIVO,-1,155.35,45.26,153.27,124.5,False,False,True,23.19,59385999360.0,28843999232.0,18.94,160.29,3.18,1,3,3,SIN SETUP,EVITAR,NULA,0,3.5,8,0,3,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,579749412864.0,0.329,0.35029998,DEFENSIVO,-1,240.57,51.0,240.1,199.75,False,False,True,21.79,33835999232.0,26804000768.0,60.5,241.25,0.28,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,0,3,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1279289216.0,2.07,-0.55012,ESPECULATIVO,-1,8.81,48.23,9.65,16.0,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.09,2,1,2,PULLBACK,EVITAR,NULA,0,6.27,3,0,2,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,237110050816.0,,,SIN DATO,0,603.2,56.94,601.44,595.93,True,False,True,31.87,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,72853774336.0,,,SIN DATO,0,259.22,59.16,256.45,243.52,True,False,True,18.77,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45234286592.0,,,SIN DATO,0,60.12,59.49,59.07,54.29,True,False,True,16.72,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,45104283648.0,,,SIN DATO,0,51.06,59.67,51.09,52.7,True,True,False,17.22,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38377578496.0,,,SIN DATO,0,141.07,58.04,139.18,138.74,True,False,True,33.53,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,69.85,49.67,71.43,77.42,True,True,False,45.99,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.2,10,0,2,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10806067200.0,,,SIN DATO,0,57.97,47.34,56.23,47.38,False,False,True,22.34,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.2,10,0,1,IGNORAR
