Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
V,Visa Inc.,Financial Services,Credit Services,CORE,586490380288.0,0.799,0.53954,DEFENSIVO,0,304.19,46.37,313.7,335.46,True,True,False,28.59,28987000832.0,20592001024.0,54.61,395.26,29.94,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.0,8,6,0,BAJA
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,335482028032.0,1.085,1.45541,BALANCEADO,1,336.82,48.61,357.18,373.03,True,True,False,23.67,25010999296.0,14156000256.0,514.39,408.18,21.19,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,CORE,1298003787776.0,1.915,0.049250003,ESPECULATIVO,0,345.92,35.29,394.25,397.34,False,True,False,323.28,10503000064.0,3793999872.0,17.76,416.15,20.3,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,399988719616.0,1.963,0.07082,ESPECULATIVO,0,245.33,70.25,209.36,199.41,True,False,True,94.36,6744999936.0,4268999936.0,6.36,289.35,17.94,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,6,0,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1010183110656.0,0.661,0.21847,DEFENSIVO,0,126.71,54.43,125.4,110.02,True,False,True,46.58,44027998208.0,21892999168.0,64.44,136.02,7.35,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,6,0,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,583302316032.0,1.382,0.50458,AGRESIVO,1,1485.52,61.92,1392.75,1067.58,True,False,True,51.53,12266399744.0,9609400320.0,23.92,1503.65,1.22,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,6,0,BAJA
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,103264845824.0,1.188,0.16364,BALANCEADO,1,285.03,45.66,294.63,328.41,False,True,False,38.52,5632000000.0,2319000064.0,63.94,373.3,30.97,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,6,0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2555962982400.0,1.383,0.22286,AGRESIVO,1,237.69,71.12,213.39,224.85,True,False,False,33.15,145730994176.0,77669998592.0,43.44,281.27,18.34,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.67,3,6,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,214746431488.0,0.41,0.42848,DEFENSIVO,-1,157.1,51.68,160.17,148.29,True,True,True,26.18,18173999104.0,8240000000.0,258.08,170.16,8.31,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,4,5,0,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8636782592.0,0.943,-0.12236,BALANCEADO,1,49.76,41.87,61.17,85.48,True,True,False,,-138772000.0,-105663000.0,0.1,91.03,82.94,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,5,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4585381429248.0,2.335,1.01485,ESPECULATIVO,-1,188.66,61.38,182.08,180.74,True,False,True,38.58,133230002176.0,120066998272.0,7.25,268.22,42.17,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.73,2,5,0,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,334282063872.0,0.361,0.43323,DEFENSIVO,-1,77.67,55.29,77.53,71.49,True,False,True,25.55,16078000128.0,13107000320.0,139.79,83.67,7.72,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,4,5,0,BAJA
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,633958825984.0,0.288,0.110810004,DEFENSIVO,-1,152.53,41.65,153.95,124.94,False,True,True,22.76,59385999360.0,28843999232.0,18.94,160.88,5.47,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,372479000576.0,1.519,0.43526,AGRESIVO,1,795.93,67.98,723.41,559.58,True,False,True,42.31,13960999936.0,8883999744.0,206.67,742.56,-6.71,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,435111821312.0,1.669,0.42762002,AGRESIVO,0,102.57,72.01,89.69,106.53,True,False,False,40.54,13659992064.0,10981200896.0,63.78,113.79,10.94,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,5,0,BAJA
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,7631873024.0,,-0.89481,SIN DATO,0,42.54,34.62,51.58,67.71,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,77.31,3,1,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39261573120.0,2.205,-0.18837999,ESPECULATIVO,-1,68.19,49.93,70.3,58.91,True,True,True,,-185512992.0,-198208992.0,15.39,86.68,27.12,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62049255424.0,2.464,0.21993999,ESPECULATIVO,-1,68.92,42.44,76.38,107.45,True,True,False,33.62,,1883000064.0,136.04,106.98,55.22,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,575072043008.0,0.329,0.35029998,DEFENSIVO,-1,238.63,46.63,240.67,200.63,False,True,True,21.63,33835999232.0,26804000768.0,60.5,241.71,1.29,2,3,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,277195128832.0,0.408,0.12538,DEFENSIVO,-1,305.4,64.67,283.2,312.48,True,False,False,23.08,21624999936.0,12056000512.0,81.62,360.62,18.08,1,4,4,SIN SETUP,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,836781342720.0,1.043,0.16134001,BALANCEADO,1,310.26,66.25,299.41,303.11,True,False,False,15.5,,55680999424.0,,336.54,8.47,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38955974656.0,,,SIN DATO,0,479.5,58.08,480.14,468.58,True,True,True,23.5,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,1.9,10,3,0,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1214620160.0,2.07,-0.55012,ESPECULATIVO,-1,8.36,41.67,9.48,15.85,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,5.48,2,2,3,PULLBACK,EVITAR,NULA,0,6.73,2,3,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,623449341952.0,,,SIN DATO,0,679.3,59.84,674.28,664.36,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,239963963392.0,,,SIN DATO,0,610.44,60.23,600.63,596.69,True,False,True,32.25,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,73455222784.0,,,SIN DATO,0,261.36,60.76,256.38,244.02,True,False,True,18.92,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45587914752.0,,,SIN DATO,0,60.59,60.68,59.07,54.42,True,False,True,16.85,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44883423232.0,,,SIN DATO,0,50.81,56.06,51.01,52.7,True,True,False,17.13,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,68.92,47.2,71.02,77.41,True,True,False,45.38,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,424133296128.0,,,SIN DATO,0,682.38,60.08,677.21,667.41,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10598204416.0,,,SIN DATO,0,56.85,42.37,56.52,47.52,False,False,True,21.91,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38811533312.0,,,SIN DATO,0,142.67,60.53,138.94,138.94,True,False,False,33.91,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
