Ticker,TieneCedear,TickerCedearARS,TickerCedearCCL,CedearsPorAccionUSA,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
GFI,False,,,,Gold Fields Limited,Basic Materials,Gold,CORE,S&P 500,41196920832.0,0.82,0.51931,BALANCEADO,1,45.99,46.31,49.24,41.75,True,True,True,11.69,9.77,5170800128.0,3567399936.0,37.14,0.62,59.03,28.36,3,5,9,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.91,1,9.0,0.0,MEDIA
NOC,False,,,,Northrop Grumman Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,96487383040.0,0.046,0.26167,DEFENSIVO,-1,598.15,21.13,703.37,618.38,False,True,True,23.34,5.79,6819999744.0,4182000128.0,107.26,2.62,736.1,23.06,5,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.9,2,8.0,0.0,MEDIA
HSY,False,,,,The Hershey Company,Consumer Defensive,Confectioners,CORE,S&P 500,38559928320.0,0.175,0.1889,DEFENSIVO,-1,189.01,28.9,214.84,192.38,False,True,True,43.73,8.32,1975124992.0,883259008.0,123.76,2.91,227.78,20.51,5,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.0,7,8.0,0.0,MEDIA
RTX,False,,,,RTX Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,267943100416.0,0.428,0.109519996,DEFENSIVO,-1,180.88,28.82,199.86,177.77,False,True,True,40.05,4.1,14734999552.0,6732000256.0,59.51,2.71,216.34,19.6,5,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.9,2,6.0,2.0,MEDIA
JNJ,True,JNJ.BA,JNJC.BA,15.0,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,Dow Jones,573483646976.0,0.329,,DEFENSIVO,-1,226.44,29.22,240.66,203.81,False,True,True,21.59,7.03,34104750080.0,21040001024.0,60.5,1.45,241.92,6.83,5,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.5,3,8.0,0.0,MEDIA
ABT,True,ABT.BA,ABTC.BA,4.0,Abbott Laboratories,Healthcare,Medical Devices,CORE,S&P 500,177556439040.0,0.782,0.12961,DEFENSIVO,0,93.32,26.85,107.01,121.99,False,True,False,27.47,3.4,12033000448.0,6499999744.0,26.79,1.17,131.44,40.85,4,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.5,3,8.0,0.0,MEDIA
TM,False,,,,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,CORE,S&P 500,266663067648.0,0.357,0.10032,DEFENSIVO,-1,200.7,36.41,220.72,206.46,True,True,True,11.42,17.43,6204942188544.0,3695587885056.0,105.34,6.79,257.24,28.17,4,5,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.28,6,7.0,1.0,MEDIA
HL,False,,,,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining,CORE,S&P 500,12224415744.0,1.394,0.13893,AGRESIVO,1,18.47,43.46,20.4,15.64,True,True,True,37.2,4.72,696435008.0,321160000.0,11.0,0.41,26.0,40.77,3,4,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.91,1,8.0,0.0,MEDIA
GE,False,,,,GE Aerospace,Industrials,Aerospace & Defense,CORE,S&P 500,331591286784.0,1.428,0.44692,AGRESIVO,1,272.08,36.05,310.64,297.19,False,True,True,39.05,17.65,10702999552.0,8600999936.0,114.07,2.01,352.75,29.65,3,4,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,5.9,2,8.0,0.0,MEDIA
DD,False,,,,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,CORE,S&P 500,19159748608.0,1.122,0.0051700003,BALANCEADO,1,46.27,49.21,47.17,38.96,True,True,True,222.6,1.37,1512000000.0,57000000.0,24.48,2.28,55.87,20.74,3,4,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.91,1,8.0,0.0,MEDIA
PHG,False,,,,Koninklijke Philips N.V.,Healthcare,Medical Devices,CORE,S&P 500,27268501504.0,0.964,0.078150004,BALANCEADO,1,28.38,49.93,29.1,27.96,True,True,True,26.1,2.1,2016000000.0,899000000.0,73.57,4.01,33.74,18.89,3,4,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.5,3,8.0,0.0,MEDIA
ECL,False,,,,Ecolab Inc.,Basic Materials,Specialty Chemicals,CORE,S&P 500,76534013952.0,1.024,0.22516,BALANCEADO,1,270.93,48.19,280.87,273.08,True,True,True,37.22,7.82,3928000000.0,2075600000.0,91.77,2.29,318.57,17.58,3,4,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,5.91,1,8.0,0.0,MEDIA
CMCSA,False,,,,Comcast Corporation,Communication Services,Telecom Services,CORE,S&P 500,103413727232.0,0.79,0.2141,DEFENSIVO,0,29.27,53.04,29.92,29.19,True,True,True,5.27,1.06,36879998976.0,19997999104.0,107.86,2.85,32.68,11.66,3,5,8,PULLBACK EN TENDENCIA,COMPRA POTENCIAL,MEDIA,8,4.96,8,8.0,0.0,MEDIA
NTES,False,,,,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,GROWTH,S&P 500,73397493760.0,0.82,0.22625,BALANCEADO,1,113.84,45.71,115.67,133.23,True,True,False,14.98,15.62,38082293760.0,33759799296.0,4.08,0.18,163.95,44.02,2,5,8,PULLBACK,COMPRA POTENCIAL,MEDIA,8,4.96,8,8.0,0.0,MEDIA
PAGS,False,,,,PagSeguro Digital Ltd.,Technology,Software - Infrastructure,GROWTH,S&P 500,3116640512.0,1.414,0.14456001,AGRESIVO,1,10.87,53.71,10.42,9.76,True,False,True,7.8,1.07,9199995904.0,2118361984.0,18.03,0.29,12.89,18.62,2,5,8,TENDENCIA FIRME,COMPRA POTENCIAL,MEDIA,8,5.36,5,8.0,0.0,MEDIA
DAL,False,,,,"Delta Air Lines, Inc.",Industrials,Airlines,CORE,S&P 500,46469193728.0,1.306,0.2499,AGRESIVO,1,68.9,52.79,66.52,62.96,True,False,True,10.33,2.27,7775000064.0,4476000256.0,105.02,2.75,79.61,15.55,2,5,8,TENDENCIA FIRME,COMPRA POTENCIAL,MEDIA,8,5.9,2,8.0,0.0,MEDIA
LMT,False,,,,Lockheed Martin Corporation,Industrials,Aerospace & Defense,CORE,S&P 500,140685606912.0,0.24,0.76865,DEFENSIVO,-1,565.07,28.34,633.24,522.58,False,True,True,28.43,20.8,8285000192.0,5016999936.0,338.8,2.75,667.85,18.19,5,3,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.9,2,5.0,2.0,BAJA
JOYY,False,,,,JOYY Inc.,Communication Services,Internet Content & Information,CORE,S&P 500,3105612288.0,0.453,0.36799,DEFENSIVO,-1,59.44,44.25,60.55,59.93,True,True,True,14.68,0.47,146724992.0,2097048064.0,0.48,0.22,78.17,31.51,3,5,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,4.96,8,6.0,1.0,BAJA
IP,False,,,,International Paper Company,Consumer Cyclical,Packaging & Containers,CORE,S&P 500,19022163968.0,1.099,-0.24678,BALANCEADO,1,34.22,36.38,39.44,43.16,True,True,False,,1.28,3948000000.0,-2838000128.0,71.07,2.67,43.43,26.91,3,3,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.28,6,6.0,1.0,BAJA
IFF,False,,,,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,CORE,S&P 500,18749493248.0,1.032,-0.02559,BALANCEADO,1,72.14,48.8,74.44,69.02,True,True,True,,1.33,1858000000.0,-361000000.0,46.88,3.58,89.12,23.53,3,3,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.91,1,7.0,0.0,BAJA
T,True,T.BA,TC.BA,3.0,AT&T Inc.,Communication Services,Telecom Services,CORE,S&P 500,178759729152.0,0.539,0.18805,DEFENSIVO,-1,25.01,30.26,27.77,26.77,False,True,True,8.4,1.63,44243001344.0,21888999424.0,124.18,3.61,30.39,21.52,3,5,7,PULLBACK,SEGUIMIENTO,BAJA,4,4.96,8,7.0,0.0,BAJA
LOW,False,,,,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,CORE,S&P 500,136768389120.0,0.965,,BALANCEADO,1,248.2,53.1,251.6,248.73,True,True,True,20.58,-13.79,12400000000.0,6636000256.0,,3.6,285.58,15.06,3,3,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.28,6,7.0,0.0,BAJA
VZ,False,,,,Verizon Communications Inc.,Communication Services,Telecom Services,CORE,Dow Jones,190858641408.0,0.27,0.17069,DEFENSIVO,-1,45.28,32.3,49.11,43.63,False,True,True,11.15,1.83,49997000704.0,17173999616.0,174.78,3.7,51.58,13.92,3,5,7,PULLBACK,SEGUIMIENTO,BAJA,4,4.96,8,7.0,0.0,BAJA
MSI,False,,,,"Motorola Solutions, Inc.",Technology,Communication Equipment,GROWTH,S&P 500,73728753664.0,0.992,1.04197,BALANCEADO,1,444.17,49.0,453.81,429.48,True,True,True,34.82,30.5,3523000064.0,2153999872.0,402.39,2.77,505.45,13.8,3,3,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.36,5,7.0,0.0,BAJA
HON,False,,,,Honeywell International Inc.,Industrials,Conglomerates,CORE,Dow Jones,140449202176.0,0.915,0.26136,BALANCEADO,1,221.22,38.55,234.18,211.87,False,True,True,31.94,10.13,8467999744.0,4424999936.0,236.61,4.2,251.5,13.69,3,3,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.9,2,6.0,1.0,BAJA
DE,False,,,,Deere & Company,Industrials,Farm & Heavy Construction Machinery,CORE,S&P 500,154829553664.0,0.992,0.19566,BALANCEADO,1,587.85,50.56,595.51,513.95,True,True,True,32.39,5.89,8588000256.0,4814000128.0,376.02,5.64,665.1,13.14,3,3,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.9,2,7.0,0.0,BAJA
KEP,False,,,,Korea Electric Power Corporation,Utilities,Utilities - Regulated Electric,CORE,S&P 500,19323119616.0,0.991,0.19114,BALANCEADO,1,15.46,48.96,17.2,16.04,True,True,True,3.32,0.59,26685313384448.0,8544918175744.0,269.57,4.98,16.0,3.49,3,3,7,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.5,4,8.0,-1.0,BAJA
NOW,False,,,,"ServiceNow, Inc.",Technology,Software - Application,GROWTH,S&P 500,99118964736.0,1.005,0.15488,BALANCEADO,1,103.63,53.37,105.53,153.68,True,True,False,56.74,7.65,2737999872.0,1748000000.0,18.54,0.88,182.29,75.9,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.36,5,7.0,0.0,BAJA
INTU,False,,,,Intuit Inc.,Technology,Software - Application,CORE,S&P 500,108999958528.0,1.213,0.23457001,AGRESIVO,1,412.25,51.18,414.76,601.56,True,True,False,25.48,5.7,6106999808.0,4339999744.0,36.15,1.13,603.49,46.39,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.36,5,7.0,0.0,BAJA
UAL,False,,,,"United Airlines Holdings, Inc.",Industrials,Airlines,CORE,S&P 500,31575398400.0,1.286,0.23987,AGRESIVO,1,91.46,44.6,98.59,100.59,True,True,False,9.54,2.06,7754999808.0,3352999936.0,203.09,4.0,130.17,42.32,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.9,2,7.0,0.0,BAJA
DHR,False,,,,Danaher Corporation,Healthcare,Diagnostics & Research,CORE,S&P 500,140718948352.0,0.986,0.07053,BALANCEADO,1,189.38,42.7,197.99,209.46,True,True,False,39.61,2.68,7834999808.0,3600000000.0,37.49,2.51,261.36,38.01,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,3,7.0,0.0,BAJA
NKE,True,NKE.BA,NKEC.BA,12.0,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,CORE,Dow Jones,67891269632.0,1.319,0.16016,AGRESIVO,1,46.34,40.25,54.06,65.03,True,True,False,30.16,4.82,3864000000.0,2249999872.0,79.33,2.89,63.64,37.33,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.28,6,7.0,0.0,BAJA
HMY,False,,,,Harmony Gold Mining Company Limited,Basic Materials,Gold,CORE,S&P 500,11049240576.0,0.796,0.33491,DEFENSIVO,0,17.38,53.1,17.8,17.81,True,True,False,11.08,3.45,30802999296.0,16275999744.0,25.47,0.43,23.73,36.54,2,5,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.91,1,8.0,-1.0,BAJA
CEG,False,,,,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,106853376000.0,1.188,0.16364,BALANCEADO,1,284.45,45.7,298.45,327.43,True,True,False,39.91,6.35,5632000000.0,2319000064.0,63.94,1.69,373.3,31.23,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,4,7.0,0.0,BAJA
ACN,True,ACN.BA,ACNC.BA,75.0,Accenture plc,Technology,Information Technology Services,CORE,S&P 500,120262180864.0,1.236,0.24763,AGRESIVO,1,193.2,45.35,202.58,244.28,True,True,False,16.02,3.85,12735312896.0,7648264192.0,25.47,0.66,252.0,30.43,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.36,5,7.0,0.0,BAJA
ADP,True,ADP.BA,ADPC.BA,6.0,"Automatic Data Processing, Inc.",Technology,Software - Application,OTRO,Nasdaq,82046468096.0,0.856,0.73843,BALANCEADO,1,201.19,46.12,208.44,260.24,True,True,False,19.49,12.79,6188499968.0,4235300096.0,70.04,0.72,260.6,29.53,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.36,5,0.0,7.0,BAJA
PATH,False,,,,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,5677437440.0,1.025,0.14374,BALANCEADO,1,10.91,50.52,11.08,13.18,True,True,False,20.42,2.74,75536000.0,282329984.0,3.9,1.08,13.8,26.54,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.36,5,7.0,0.0,BAJA
SYK,False,,,,Stryker Corporation,Healthcare,Medical Devices,CORE,S&P 500,131363602432.0,0.926,0.15079,BALANCEADO,1,334.86,45.09,351.92,367.15,True,True,False,40.83,5.85,6949000192.0,3246000128.0,72.97,2.35,420.62,25.61,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,3,8.0,-1.0,BAJA
