Ticker,Empresa,Sector,Industria,TipoUniverso,Universo,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,PriceToBook,EBITDA,NetIncome,DebtToEquity,DebtToEbitda,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,S&P 500,594638405632.0,1.382,0.50458,AGRESIVO,1,1514.39,64.18,1395.33,1074.55,True,False,True,52.31,25.71,12266399744.0,9609400320.0,23.92,0.38,1510.88,-0.23,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.82,6,6,0,BAJA
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,CORE,Dow Jones,2928654155776.0,1.107,0.34390998,BALANCEADO,1,394.04,58.32,392.18,473.12,True,False,False,24.64,7.49,175258992640.0,119262003200.0,31.54,0.7,585.41,48.57,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,5.82,6,7,-1,BAJA
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,CORE,S&P 500,94021197824.0,1.492,0.35985002,AGRESIVO,1,1854.56,61.92,1814.65,2134.1,True,False,False,47.08,13.93,4019000064.0,1996999936.0,169.24,2.84,2490.27,34.28,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,S&P 500,1674654121984.0,1.309,0.30238,AGRESIVO,1,662.1,64.78,630.44,682.02,True,False,False,28.2,7.71,101891997696.0,60458000384.0,39.16,0.84,855.68,29.24,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,6,0,BAJA
DIS,The Walt Disney Company,Communication Services,Entertainment,CORE,Dow Jones,181984985088.0,1.441,0.12024,AGRESIVO,1,102.62,60.63,101.67,110.83,True,False,False,15.11,1.68,19306000384.0,12252000256.0,40.91,2.42,128.39,25.11,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,6,0,BAJA
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,Dow Jones,2685283074048.0,1.383,0.22286,AGRESIVO,1,249.7,76.59,213.57,225.16,True,False,False,34.82,6.52,145730994176.0,77669998592.0,43.44,1.23,281.18,12.61,1,4,6,SIN SETUP,SEGUIMIENTO,BAJA,4,6.33,1,6,0,BAJA
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,Dow Jones,214940073984.0,0.532,,DEFENSIVO,-1,302.38,35.61,320.62,309.28,False,True,True,25.32,-120.04,14593999872.0,8562999808.0,,3.76,344.79,14.02,3,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.33,1,5,0,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,S&P 500,212709670912.0,0.41,0.42848,DEFENSIVO,-1,155.61,48.35,160.36,148.57,True,True,True,25.93,10.42,18173999104.0,8240000000.0,258.08,2.92,170.06,9.29,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.2,2,5,0,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,S&P 500,9872592896.0,0.943,-0.12236,BALANCEADO,1,56.88,53.34,60.08,85.48,True,True,False,,6.18,-138772000.0,-105663000.0,0.1,,90.41,58.94,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,5,5,0,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,S&P 500,4726109765632.0,2.335,1.01485,ESPECULATIVO,-1,194.45,66.54,182.08,181.11,True,False,True,39.68,30.04,133230002176.0,120066998272.0,7.25,0.09,268.22,37.94,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.82,6,5,0,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,Dow Jones,175479078912.0,1.128,2.90084,BALANCEADO,1,223.3,59.92,220.53,219.23,True,False,True,89.68,32.16,-3238000128.0,1888999936.0,1032.89,,266.76,19.46,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,Dow Jones,369806802944.0,1.519,0.43526,AGRESIVO,1,790.22,66.79,728.49,563.7,True,False,True,41.94,17.25,13960999936.0,8883999744.0,206.67,3.16,746.06,-5.59,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,4.33,8,5,0,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,S&P 500,469226913792.0,1.597,0.57572,AGRESIVO,1,163.16,62.21,150.34,216.0,True,False,False,29.29,13.99,27441000448.0,16188000256.0,415.26,5.91,246.46,51.05,1,3,5,SIN SETUP,SEGUIMIENTO,BAJA,4,5.82,6,5,0,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,S&P 500,450488664064.0,1.669,0.42762002,AGRESIVO,0,106.19,77.21,90.55,106.29,True,False,False,41.98,16.85,13659992064.0,10981200896.0,63.78,1.24,114.03,7.38,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.0,3,5,0,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,Dow Jones,286280941568.0,0.408,0.12538,DEFENSIVO,-1,315.4,68.92,284.17,312.59,True,False,False,23.82,3.04,21624999936.0,12056000512.0,81.62,3.84,360.96,14.45,1,4,4,SIN SETUP,EVITAR,NULA,0,3.33,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,Dow Jones,840044707840.0,1.043,0.16134001,BALANCEADO,1,311.47,65.14,299.66,303.37,True,False,False,15.57,2.45,,55680999424.0,,,334.43,7.37,1,2,4,SIN SETUP,EVITAR,NULA,0,4.75,7,4,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,Nasdaq,10394070016.0,,,SIN DATO,0,55.76,37.98,56.74,47.66,False,True,True,21.49,1.07,,,,,,,3,0,3,PULLBACK,EVITAR,NULA,0,1.8,10,3,0,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,S&P 500,8780061696.0,,-0.89481,SIN DATO,0,48.94,51.75,51.02,67.52,True,True,False,,17.74,-171512992.0,-245028000.0,270.11,,72.73,48.62,2,1,3,PULLBACK,EVITAR,NULA,0,3.33,9,3,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,S&P 500,41587675136.0,2.205,-0.18837999,ESPECULATIVO,-1,72.23,54.78,69.84,59.28,True,False,True,,22.8,-185512992.0,-198208992.0,15.39,,86.68,20.01,2,2,3,TENDENCIA FIRME,EVITAR,NULA,0,4.33,8,3,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,S&P 500,70755237888.0,2.464,0.21993999,ESPECULATIVO,-1,78.61,58.24,75.38,107.37,True,False,False,38.34,7.75,,1883000064.0,136.04,,103.77,32.01,1,3,3,SIN SETUP,EVITAR,NULA,0,4.75,7,3,0,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,Dow Jones,581629116416.0,0.329,0.35029998,DEFENSIVO,-1,241.35,52.78,241.16,201.51,False,False,True,21.86,7.13,33835999232.0,26804000768.0,60.5,1.46,241.92,0.23,1,3,3,SIN SETUP,EVITAR,NULA,0,3.33,9,4,-1,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,S&P 500,1232737920.0,2.07,-0.55012,ESPECULATIVO,-1,8.48,44.45,9.35,15.69,True,True,False,,1.7,-453099008.0,-434502016.0,8.37,,8.82,3.99,2,1,2,PULLBACK,EVITAR,NULA,0,5.82,6,2,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,Nasdaq,636220276736.0,,,SIN DATO,0,693.22,66.58,674.15,665.16,True,False,True,27.48,1.62,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,Nasdaq,246265348096.0,,,SIN DATO,0,626.47,67.11,600.49,597.48,True,False,True,33.1,1.75,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,Nasdaq,39384117248.0,,,SIN DATO,0,484.77,62.09,479.89,469.1,True,False,True,23.76,1.35,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,Nasdaq,75450679296.0,,,SIN DATO,0,268.46,67.12,256.59,244.55,True,False,True,19.44,1.23,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,Nasdaq,46690181120.0,,,SIN DATO,0,62.06,65.3,59.14,54.56,True,False,True,17.26,1.18,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,Nasdaq,432859840512.0,,,SIN DATO,0,696.42,66.91,677.09,668.21,True,False,True,27.49,1.62,,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.8,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,Nasdaq,45766868992.0,,,SIN DATO,0,51.81,62.76,50.94,52.7,True,False,False,17.47,1.52,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,Nasdaq,40056164352.0,,,SIN DATO,0,147.24,67.17,138.98,139.15,True,False,False,35.0,0.99,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,Nasdaq,,,,SIN DATO,0,74.79,61.25,70.92,77.45,True,False,False,49.25,,,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.8,10,1,0,IGNORAR
