Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,score_anterior,Evolucion,PrioridadRadar
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,434793676800.0,1.669,0.42762002,AGRESIVO,0,102.5,71.89,89.69,106.53,True,False,False,40.51,13659992064.0,10981200896.0,63.78,113.79,11.01,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,1,5,0,BAJA
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,7671341568.0,,-0.89481,SIN DATO,0,42.76,35.01,51.58,67.71,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,76.4,3,1,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39278845952.0,2.205,-0.18837999,ESPECULATIVO,-1,68.22,49.97,70.31,58.91,True,True,True,,-185512992.0,-198208992.0,15.39,86.68,27.06,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,0,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62121279488.0,2.464,0.21993999,ESPECULATIVO,-1,69.0,42.54,76.38,107.45,True,True,False,33.66,,1883000064.0,136.04,106.98,55.04,2,3,4,PULLBACK,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,574881398784.0,0.329,0.35029998,DEFENSIVO,-1,238.55,46.48,240.67,200.63,False,True,True,21.63,33835999232.0,26804000768.0,60.5,241.71,1.32,2,3,4,PULLBACK,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,277181497344.0,0.408,0.12538,DEFENSIVO,-1,305.38,64.65,283.2,312.48,True,False,False,23.08,21624999936.0,12056000512.0,81.62,360.62,18.09,1,4,4,SIN SETUP,EVITAR,NULA,0,4.0,9,4,0,IGNORAR
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,836592533504.0,1.043,0.16134001,BALANCEADO,1,310.2,66.15,299.41,303.11,True,False,False,15.49,,55680999424.0,,336.54,8.49,1,2,4,SIN SETUP,EVITAR,NULA,0,5.0,8,4,0,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,38959624192.0,,,SIN DATO,0,479.55,58.13,480.14,468.59,True,True,True,23.5,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,1.9,10,3,0,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1213574016.0,2.07,-0.55012,ESPECULATIVO,-1,8.35,41.58,9.48,15.85,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,5.61,2,2,3,PULLBACK,EVITAR,NULA,0,6.73,2,3,0,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,623421816832.0,,,SIN DATO,0,679.27,59.82,674.28,664.36,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,239936438272.0,,,SIN DATO,0,610.37,60.2,600.63,596.69,True,False,True,32.25,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,73448194048.0,,,SIN DATO,0,261.33,60.71,256.38,244.02,True,False,True,18.92,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,45580394496.0,,,SIN DATO,0,60.58,60.65,59.07,54.42,True,False,True,16.85,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44887842816.0,,,SIN DATO,0,50.81,56.11,51.01,52.7,True,True,False,17.14,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,69.0,47.46,71.03,77.41,True,True,False,45.44,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,424111538176.0,,,SIN DATO,0,682.34,60.06,677.21,667.41,True,False,True,26.93,,,,,,2,0,2,TENDENCIA FIRME,EVITAR,NULA,0,1.9,10,2,0,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,10599136256.0,,,SIN DATO,0,56.85,42.39,56.52,47.52,False,False,True,21.92,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,38814228480.0,,,SIN DATO,0,142.67,60.53,138.94,138.94,True,False,False,33.91,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,1.9,10,1,0,IGNORAR
