Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,ScoreAnterior,EstadoAnterior,CambioScore,Evolucion,PrioridadRadar
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,213980921856.0,0.41,0.42848,DEFENSIVO,-1,156.54,49.97,159.47,147.77,True,True,True,26.09,18173999104.0,8240000000.0,258.08,170.54,8.94,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,5,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8466684928.0,0.943,-0.12236,BALANCEADO,1,48.78,36.24,64.28,85.69,False,True,False,,-138772000.0,-105663000.0,0.1,91.03,86.62,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,255492603904.0,0.408,0.12538,DEFENSIVO,-1,281.48,52.2,284.38,312.42,True,True,False,21.28,21624999936.0,12056000512.0,81.62,357.81,27.12,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,4.0,8,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,336622387200.0,1.519,0.43526,AGRESIVO,1,719.31,53.1,712.69,551.48,True,False,True,38.28,13960999936.0,8883999744.0,206.67,742.18,3.18,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,418435956736.0,1.597,0.57572,AGRESIVO,1,145.48,44.67,153.52,217.9,False,True,False,26.07,27441000448.0,16188000256.0,415.26,246.46,69.41,1,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,-1,DETERIORANDO,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,418865381376.0,1.669,0.42762002,AGRESIVO,0,98.75,65.38,88.47,107.01,True,False,False,39.03,13659992064.0,10981200896.0,63.78,113.43,14.86,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,2,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,39189483520.0,2.205,-0.18837999,ESPECULATIVO,-1,68.82,50.31,71.82,58.18,True,True,True,,-185512992.0,-198208992.0,15.39,87.58,27.26,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,EVITAR,0,SIN CAMBIOS,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,63231086592.0,2.464,0.21993999,ESPECULATIVO,-1,70.25,43.83,79.23,107.63,True,True,False,34.26,,1883000064.0,136.04,111.59,58.84,2,3,4,PULLBACK,EVITAR,NULA,0,5.5,6,4,EVITAR,0,SIN CAMBIOS,IGNORAR
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,221302996992.0,0.532,,DEFENSIVO,-1,310.12,41.47,321.54,308.76,False,True,True,25.95,14593999872.0,8562999808.0,,344.85,11.2,2,3,4,PULLBACK,EVITAR,NULA,0,6.83,1,4,EVITAR,0,SIN CAMBIOS,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,580388978688.0,0.329,0.35029998,DEFENSIVO,-1,240.84,51.48,239.35,198.85,True,False,True,21.83,33835999232.0,26804000768.0,60.5,241.08,0.1,2,3,4,TENDENCIA FIRME,EVITAR,NULA,0,4.0,8,4,EVITAR,0,SIN CAMBIOS,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,604226387968.0,,,SIN DATO,0,658.34,47.59,675.84,662.88,True,True,True,26.12,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,231241072640.0,,,SIN DATO,0,588.21,48.58,602.57,595.25,True,True,True,31.66,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,37887606784.0,,,SIN DATO,0,466.25,46.66,481.31,467.56,True,True,True,22.8,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,70998843392.0,,,SIN DATO,0,252.62,51.87,256.79,243.06,True,True,True,18.45,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,42962038784.0,,,SIN DATO,0,57.1,48.04,59.08,54.17,True,True,True,15.09,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,37179174912.0,,,SIN DATO,0,136.66,50.07,139.43,138.55,True,True,True,33.67,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,411079966720.0,,,SIN DATO,0,661.38,47.7,678.78,665.91,True,True,True,26.12,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8587394560.0,,-0.89481,SIN DATO,0,48.03,46.22,53.26,68.17,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,57.04,2,1,3,PULLBACK,EVITAR,NULA,0,4.0,8,3,EVITAR,0,SIN CAMBIOS,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,396991660032.0,0.587,0.07231,DEFENSIVO,-1,198.56,52.14,188.82,162.7,False,False,True,29.95,37631000576.0,12298999808.0,24.32,203.0,2.24,1,3,3,SIN SETUP,EVITAR,NULA,0,3.0,9,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,676474060800.0,0.288,0.110810004,DEFENSIVO,-1,162.35,56.27,152.26,124.03,False,False,True,24.23,59385999360.0,28843999232.0,18.94,160.17,-1.34,1,3,3,SIN SETUP,TOMA DE GANANCIA,NULA,0,3.0,9,3,TOMA DE GANANCIA,0,SIN CAMBIOS,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1274930304.0,2.07,-0.55012,ESPECULATIVO,-1,8.77,47.63,9.81,16.15,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.55,2,1,2,PULLBACK,EVITAR,NULA,0,6.09,3,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44061818880.0,,,SIN DATO,0,49.88,49.76,51.2,52.7,True,True,False,16.68,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,68.96,47.1,71.87,77.4,True,True,False,38.33,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,11095956480.0,,,SIN DATO,0,59.52,56.67,55.83,47.23,False,False,True,22.88,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.6,10,1,EVITAR,0,SIN CAMBIOS,IGNORAR
