Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,ScoreAnterior,EstadoAnterior,CambioScore,Evolucion,PrioridadRadar
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4317540253696.0,2.335,1.01485,ESPECULATIVO,-1,177.64,49.37,182.51,179.99,True,True,True,36.25,133230002176.0,120066998272.0,7.25,268.22,50.99,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.18,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,166866141184.0,1.128,2.90084,BALANCEADO,1,212.34,52.31,223.4,218.68,True,True,True,85.62,-3238000128.0,1888999936.0,1032.89,269.0,26.68,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.0,7,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,334030569472.0,0.403,0.31562,DEFENSIVO,-1,142.72,33.31,153.36,151.93,False,True,True,21.11,24764999680.0,16161999872.0,68.72,166.95,16.98,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,418588360704.0,1.597,0.57572,AGRESIVO,1,145.54,44.73,153.52,217.9,True,True,False,26.08,27441000448.0,16188000256.0,415.26,246.46,69.34,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,5,SEGUIMIENTO,1,MEJORANDO,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,358983860224.0,1.963,0.07082,ESPECULATIVO,0,220.18,58.97,210.97,197.35,True,False,True,84.36,6744999936.0,4268999936.0,6.36,289.61,31.53,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.18,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,447530729472.0,0.831,2.09915,BALANCEADO,1,501.47,48.14,516.66,552.62,True,True,False,30.34,20544000000.0,14968000512.0,256.04,657.11,31.04,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,585121464320.0,0.799,0.53954,DEFENSIVO,0,303.48,45.04,315.36,336.21,True,True,False,28.5,28987000832.0,20592001024.0,54.61,396.83,30.76,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,231491436544.0,0.685,0.35158002,DEFENSIVO,0,246.68,47.8,260.78,277.39,True,True,False,22.14,16117999616.0,10570999808.0,197.33,313.4,27.05,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,797054009344.0,1.043,0.16134001,BALANCEADO,1,295.53,52.73,298.89,302.53,True,True,False,14.75,,55680999424.0,,337.75,14.29,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1010820972544.0,0.661,0.21847,DEFENSIVO,0,126.79,58.49,124.66,109.42,True,False,True,46.44,44027998208.0,21892999168.0,64.44,136.02,7.28,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,452103176192.0,0.978,0.29650998,BALANCEADO,1,1018.55,64.2,989.06,948.61,True,False,True,53.1,13459999744.0,8549000192.0,60.26,1067.59,4.82,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,1449485926400.0,1.309,0.30238,AGRESIVO,1,573.02,40.9,638.15,684.43,False,True,False,24.38,101891997696.0,60458000384.0,39.16,860.25,50.12,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,7.0,1,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PATH,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,5962459136.0,1.025,0.14374,BALANCEADO,1,11.15,45.52,11.77,13.31,False,True,False,21.44,75536000.0,282329984.0,3.9,13.8,23.81,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,214240641024.0,0.41,0.42848,DEFENSIVO,-1,156.73,50.4,159.48,147.77,True,True,True,26.12,18173999104.0,8240000000.0,258.08,170.54,8.81,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.6,5,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8461478400.0,0.943,-0.12236,BALANCEADO,1,48.75,36.18,64.27,85.69,False,True,False,,-138772000.0,-105663000.0,0.1,91.03,86.73,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,255447203840.0,0.408,0.12538,DEFENSIVO,-1,281.43,52.16,284.38,312.42,True,True,False,21.27,21624999936.0,12056000512.0,81.62,357.81,27.14,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,4.0,8,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,332452790272.0,0.361,0.43323,DEFENSIVO,-1,77.24,54.75,77.19,71.33,True,False,True,25.41,16078000128.0,13107000320.0,139.79,83.54,8.15,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,337628561408.0,1.519,0.43526,AGRESIVO,1,721.46,53.61,712.73,551.49,True,False,True,38.4,13960999936.0,8883999744.0,206.67,742.18,2.87,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,419650142208.0,1.669,0.42762002,AGRESIVO,0,98.93,65.71,88.47,107.01,True,False,False,39.1,13659992064.0,10981200896.0,63.78,113.43,14.66,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,7.0,1,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,38531817472.0,2.205,-0.18837999,ESPECULATIVO,-1,67.67,49.09,71.8,58.18,True,True,True,,-185512992.0,-198208992.0,15.39,87.58,29.42,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,EVITAR,0,SIN CAMBIOS,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62823518208.0,2.464,0.21993999,ESPECULATIVO,-1,69.78,43.03,79.22,107.63,True,True,False,34.04,,1883000064.0,136.04,111.59,59.91,2,3,4,PULLBACK,EVITAR,NULA,0,5.5,6,4,EVITAR,0,SIN CAMBIOS,IGNORAR
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,221031907328.0,0.532,,DEFENSIVO,-1,309.74,40.84,321.53,308.76,False,True,True,25.92,14593999872.0,8562999808.0,,344.85,11.33,2,3,4,PULLBACK,EVITAR,NULA,0,6.83,2,4,EVITAR,0,SIN CAMBIOS,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,580556685312.0,0.329,0.35029998,DEFENSIVO,-1,240.9,51.63,239.35,198.85,True,False,True,21.84,33835999232.0,26804000768.0,60.5,241.08,0.08,2,3,4,TENDENCIA FIRME,EVITAR,NULA,0,4.0,8,4,EVITAR,0,SIN CAMBIOS,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,604763258880.0,,,SIN DATO,0,658.94,47.99,675.85,662.88,True,True,True,26.14,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,231339343872.0,,,SIN DATO,0,588.5,48.75,602.57,595.25,True,True,True,31.68,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,37924184064.0,,,SIN DATO,0,466.8,47.25,481.32,467.56,True,True,True,22.82,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,70948257792.0,,,SIN DATO,0,252.44,51.67,256.79,243.06,True,True,True,18.44,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,42977087488.0,,,SIN DATO,0,57.12,48.13,59.08,54.17,True,True,True,15.1,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,37211820032.0,,,SIN DATO,0,136.78,50.29,139.43,138.55,True,True,True,33.7,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,411466104832.0,,,SIN DATO,0,662.0,48.11,678.79,665.91,True,True,True,26.14,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8455995904.0,,-0.89481,SIN DATO,0,47.3,44.22,53.24,68.16,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,59.47,2,1,3,PULLBACK,EVITAR,NULA,0,4.0,8,3,EVITAR,0,SIN CAMBIOS,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,397691420672.0,0.587,0.07231,DEFENSIVO,-1,198.91,52.7,188.82,162.7,False,False,True,30.0,37631000576.0,12298999808.0,24.32,203.0,2.06,1,3,3,SIN SETUP,EVITAR,NULA,0,3.0,9,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,680599158784.0,0.288,0.110810004,DEFENSIVO,-1,163.34,57.55,152.28,124.04,False,False,True,24.38,59385999360.0,28843999232.0,18.94,160.17,-1.94,1,3,3,SIN SETUP,TOMA DE GANANCIA,NULA,0,3.0,9,3,TOMA DE GANANCIA,0,SIN CAMBIOS,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1274204032.0,2.07,-0.55012,ESPECULATIVO,-1,8.77,47.56,9.81,16.15,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.55,2,1,2,PULLBACK,EVITAR,NULA,0,6.18,3,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44070653952.0,,,SIN DATO,0,49.88,49.85,51.2,52.7,True,True,False,16.68,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,68.76,46.57,71.87,77.4,True,True,False,38.21,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,11125784576.0,,,SIN DATO,0,59.68,57.42,55.83,47.23,False,False,True,22.94,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.6,10,1,EVITAR,0,SIN CAMBIOS,IGNORAR
