Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,ScoreAnterior,EstadoAnterior,CambioScore,Evolucion,PrioridadRadar
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2281438969856.0,1.383,0.22286,AGRESIVO,1,212.52,52.49,214.56,224.54,True,True,False,29.64,145730994176.0,77669998592.0,43.44,281.27,32.35,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,6.83,2,7,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,511795265536.0,1.382,0.50458,AGRESIVO,1,1303.41,44.47,1393.1,1054.82,False,True,True,45.61,12266399744.0,9609400320.0,23.92,1475.8,13.23,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,7,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
TEAM,Atlassian Corporation,Technology,Software - Application,GROWTH,17967564800.0,0.994,-0.13465999,BALANCEADO,1,68.12,37.19,85.22,147.1,True,True,False,,-22988000.0,-189224992.0,76.38,167.63,146.09,3,2,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4311707025408.0,2.335,1.01485,ESPECULATIVO,-1,177.4,49.1,182.5,179.98,True,True,True,36.2,133230002176.0,120066998272.0,7.25,268.22,51.2,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,166520373248.0,1.128,2.90084,BALANCEADO,1,211.9,51.97,223.39,218.68,True,True,True,85.44,-3238000128.0,1888999936.0,1032.89,269.0,26.95,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.0,7,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,333823442944.0,0.403,0.31562,DEFENSIVO,-1,142.63,33.15,153.36,151.93,False,True,True,21.1,24764999680.0,16161999872.0,68.72,166.95,17.05,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,358625181696.0,1.963,0.07082,ESPECULATIVO,0,219.96,58.86,210.96,197.35,True,False,True,84.28,6744999936.0,4268999936.0,6.36,289.61,31.66,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,447468240896.0,0.831,2.09915,BALANCEADO,1,501.4,48.1,516.66,552.62,True,True,False,30.33,20544000000.0,14968000512.0,256.04,657.11,31.06,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,585911959552.0,0.799,0.53954,DEFENSIVO,0,303.9,45.57,315.37,336.21,True,True,False,28.53,28987000832.0,20592001024.0,54.61,396.83,30.58,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,230904938496.0,0.685,0.35158002,DEFENSIVO,0,246.06,47.28,260.77,277.38,True,True,False,22.09,16117999616.0,10570999808.0,197.33,313.4,27.37,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,797970989056.0,1.043,0.16134001,BALANCEADO,1,295.86,53.09,298.9,302.53,True,True,False,14.77,,55680999424.0,,337.75,14.16,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1009545314304.0,0.661,0.21847,DEFENSIVO,0,126.63,58.1,124.66,109.42,True,False,True,46.38,44027998208.0,21892999168.0,64.44,136.02,7.42,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,452336222208.0,0.978,0.29650998,BALANCEADO,1,1019.08,64.38,989.07,948.61,True,False,True,53.13,13459999744.0,8549000192.0,60.26,1067.59,4.76,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,1448549941248.0,1.309,0.30238,AGRESIVO,1,572.65,40.81,638.14,684.43,False,True,False,24.37,101891997696.0,60458000384.0,39.16,860.25,50.22,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,7.0,1,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PATH,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,5967806464.0,1.025,0.14374,BALANCEADO,1,11.16,45.63,11.77,13.31,False,True,False,21.46,75536000.0,282329984.0,3.9,13.8,23.7,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,6,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,214090285056.0,0.41,0.42848,DEFENSIVO,-1,156.62,50.16,159.47,147.77,True,True,True,26.1,18173999104.0,8240000000.0,258.08,170.54,8.89,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.6,5,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8435442688.0,0.943,-0.12236,BALANCEADO,1,48.58,35.83,64.27,85.69,False,True,False,,-138772000.0,-105663000.0,0.1,91.03,87.38,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,255665061888.0,0.408,0.12538,DEFENSIVO,-1,281.67,52.35,284.38,312.43,True,True,False,21.29,21624999936.0,12056000512.0,81.62,357.81,27.03,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,4.0,8,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,332302155776.0,0.361,0.43323,DEFENSIVO,-1,77.21,54.55,77.19,71.33,True,False,True,25.4,16078000128.0,13107000320.0,139.79,83.54,8.2,2,4,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.6,5,6,SEGUIMIENTO,-1,DETERIORANDO,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,336804904960.0,1.519,0.43526,AGRESIVO,1,719.7,53.2,712.7,551.48,True,False,True,38.3,13960999936.0,8883999744.0,206.67,742.18,3.12,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,418177089536.0,1.597,0.57572,AGRESIVO,1,145.39,44.59,153.52,217.9,False,True,False,26.06,27441000448.0,16188000256.0,415.26,246.46,69.52,1,3,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.09,3,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,418971418624.0,1.669,0.42762002,AGRESIVO,0,98.76,65.41,88.47,107.01,True,False,False,39.04,13659992064.0,10981200896.0,63.78,113.43,14.85,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,7.0,1,5,SEGUIMIENTO,0,SIN CAMBIOS,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,38662782976.0,2.205,-0.18837999,ESPECULATIVO,-1,67.9,49.34,71.8,58.18,True,True,True,,-185512992.0,-198208992.0,15.39,87.58,28.98,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,4,EVITAR,0,SIN CAMBIOS,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,62787506176.0,2.464,0.21993999,ESPECULATIVO,-1,69.75,42.97,79.22,107.63,True,True,False,34.02,,1883000064.0,136.04,111.59,59.98,2,3,4,PULLBACK,EVITAR,NULA,0,5.5,6,4,EVITAR,0,SIN CAMBIOS,IGNORAR
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,221010411520.0,0.532,,DEFENSIVO,-1,309.71,40.79,321.53,308.76,False,True,True,25.92,14593999872.0,8562999808.0,,344.85,11.35,2,3,4,PULLBACK,EVITAR,NULA,0,6.83,2,4,EVITAR,0,SIN CAMBIOS,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,580327768064.0,0.329,0.35029998,DEFENSIVO,-1,240.81,51.42,239.35,198.85,True,False,True,21.83,33835999232.0,26804000768.0,60.5,241.08,0.11,2,3,4,TENDENCIA FIRME,EVITAR,NULA,0,4.0,8,4,EVITAR,0,SIN CAMBIOS,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,604212625408.0,,,SIN DATO,0,658.34,47.59,675.84,662.88,True,True,True,26.11,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,231182106624.0,,,SIN DATO,0,588.1,48.52,602.56,595.25,True,True,True,31.66,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,37900623872.0,,,SIN DATO,0,466.51,46.94,481.31,467.56,True,True,True,22.8,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,70905536512.0,,,SIN DATO,0,252.29,51.5,256.78,243.06,True,True,True,18.43,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,42950754304.0,,,SIN DATO,0,57.08,47.98,59.08,54.17,True,True,True,15.09,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,37177810944.0,,,SIN DATO,0,136.65,50.06,139.43,138.55,True,True,True,33.67,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,411068301312.0,,,SIN DATO,0,661.36,47.69,678.78,665.91,True,True,True,26.12,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,3,EVITAR,0,SIN CAMBIOS,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8459571200.0,,-0.89481,SIN DATO,0,47.3,44.22,53.24,68.16,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,59.47,2,1,3,PULLBACK,EVITAR,NULA,0,4.0,8,3,EVITAR,0,SIN CAMBIOS,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,397381533696.0,0.587,0.07231,DEFENSIVO,-1,198.76,52.45,188.82,162.7,False,False,True,29.98,37631000576.0,12298999808.0,24.32,203.0,2.13,1,3,3,SIN SETUP,EVITAR,NULA,0,3.0,9,3,EVITAR,0,SIN CAMBIOS,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,679267860480.0,0.288,0.110810004,DEFENSIVO,-1,163.02,57.14,152.28,124.04,False,False,True,24.33,59385999360.0,28843999232.0,18.94,160.17,-1.75,1,3,3,SIN SETUP,TOMA DE GANANCIA,NULA,0,3.0,9,3,TOMA DE GANANCIA,0,SIN CAMBIOS,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1273477504.0,2.07,-0.55012,ESPECULATIVO,-1,8.77,47.48,9.81,16.15,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.55,2,1,2,PULLBACK,EVITAR,NULA,0,6.09,3,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44079489024.0,,,SIN DATO,0,49.9,49.94,51.2,52.7,True,True,False,16.69,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,68.76,46.58,71.87,77.4,True,True,False,38.22,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,2,EVITAR,0,SIN CAMBIOS,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,11109938176.0,,,SIN DATO,0,59.6,57.02,55.83,47.23,False,False,True,22.91,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.6,10,1,EVITAR,0,SIN CAMBIOS,IGNORAR
