Ticker,Empresa,Sector,Industria,TipoUniverso,MarketCap,Beta,ROE,RiskProfile,RiskScore,Precio,RSI,MA50,MA200,MACD_Bull,Pullback,Trend,PE,EBITDA,NetIncome,DebtToEquity,TargetPrice,Upside_%,TechScore,FundScore,TotalScore,Setup,SignalState,Conviccion,CapitalSugerido_%,SectorScorePromedio,RankingSector,ScoreAnterior,EstadoAnterior,CambioScore,Evolucion,PrioridadRadar
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,CORE,2279560445952.0,1.383,0.22286,AGRESIVO,1,212.35,52.32,214.56,224.54,True,True,False,29.62,145730994176.0,77669998592.0,43.44,281.27,32.46,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,6.83,1,7.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,GROWTH,511913033728.0,1.382,0.50458,AGRESIVO,1,1303.71,44.5,1393.1,1054.82,False,True,True,45.62,12266399744.0,9609400320.0,23.92,1476.48,13.25,2,4,7,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,,,,NUEVA INCORPORACIÓN,BAJA
TEAM,Atlassian Corporation,Technology,Software - Application,GROWTH,18000533504.0,0.994,-0.13465999,BALANCEADO,1,68.25,37.34,85.23,147.11,True,True,False,,-22988000.0,-189224992.0,76.38,167.63,145.62,3,2,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,,,,NUEVA INCORPORACIÓN,BAJA
NVDA,NVIDIA Corporation,Technology,Semiconductors,CORE,4301496778752.0,2.335,1.01485,ESPECULATIVO,-1,176.96,48.61,182.49,179.98,True,True,True,36.12,133230002176.0,120066998272.0,7.25,268.22,51.57,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,6.18,3,5.0,SEGUIMIENTO,1.0,MEJORANDO,BAJA
BA,The Boeing Company,Industrials,Aerospace & Defense,CORE,166143164416.0,1.128,2.90084,BALANCEADO,1,211.42,51.58,223.38,218.67,True,True,True,85.25,-3238000128.0,1888999936.0,1032.89,269.0,27.23,3,2,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.0,7,,,,NUEVA INCORPORACIÓN,BAJA
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,CORE,332559548416.0,0.403,0.31562,DEFENSIVO,-1,142.09,32.18,153.35,151.92,False,True,True,21.02,24764999680.0,16161999872.0,68.72,166.95,17.5,3,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.8,5,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,CORE,331634540544.0,0.361,0.43323,DEFENSIVO,-1,77.05,53.61,77.19,71.33,True,True,True,25.35,16078000128.0,13107000320.0,139.79,83.54,8.42,3,4,6,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,5,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
ORCL,Oracle Corporation,Technology,Software - Infrastructure,CORE,419126181888.0,1.597,0.57572,AGRESIVO,1,145.73,44.91,153.53,217.9,True,True,False,26.12,27441000448.0,16188000256.0,415.26,246.46,69.12,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,,,,NUEVA INCORPORACIÓN,BAJA
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,CORE,359097991168.0,1.963,0.07082,ESPECULATIVO,0,220.2,58.98,210.97,197.35,True,False,True,84.39,6744999936.0,4268999936.0,6.36,289.61,31.52,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,6.18,3,5.0,SEGUIMIENTO,1.0,MEJORANDO,BAJA
MA,Mastercard Incorporated,Financial Services,Credit Services,CORE,447468240896.0,0.831,2.09915,BALANCEADO,1,501.4,48.1,516.66,552.62,True,True,False,30.33,20544000000.0,14968000512.0,256.04,657.11,31.06,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
V,Visa Inc.,Financial Services,Credit Services,CORE,586548183040.0,0.799,0.53954,DEFENSIVO,0,304.22,45.97,315.38,336.21,True,True,False,28.57,28987000832.0,20592001024.0,54.61,396.83,30.44,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
IBM,International Business Machines Corporation,Technology,Information Technology Services,CORE,231172390912.0,0.685,0.35158002,DEFENSIVO,0,246.35,47.51,260.77,277.39,True,True,False,22.11,16117999616.0,10570999808.0,197.33,313.4,27.22,2,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,,,,NUEVA INCORPORACIÓN,BAJA
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,CORE,799238586368.0,1.043,0.16134001,BALANCEADO,1,296.34,53.61,298.91,302.53,True,True,False,14.79,,55680999424.0,,337.75,13.97,2,3,6,PULLBACK,SEGUIMIENTO,BAJA,4,5.5,6,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,CORE,1008508928000.0,0.661,0.21847,DEFENSIVO,0,126.5,57.78,124.66,109.42,True,False,True,46.34,44027998208.0,21892999168.0,64.44,136.02,7.53,2,4,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,CORE,452106584064.0,0.978,0.29650998,BALANCEADO,1,1018.56,64.2,989.06,948.61,True,False,True,53.11,13459999744.0,8549000192.0,60.26,1067.59,4.81,2,3,6,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.8,5,7.0,SEGUIMIENTO,-1.0,DETERIORANDO,BAJA
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,CORE,1462449864704.0,1.309,0.30238,AGRESIVO,1,578.15,42.48,638.25,684.46,False,True,False,24.6,101891997696.0,60458000384.0,39.16,860.25,48.79,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.75,2,6.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
PATH,"UiPath, Inc.",Technology,Software - Infrastructure,GROWTH,5991870464.0,1.025,0.14374,BALANCEADO,1,11.2,46.15,11.77,13.31,False,True,False,21.55,75536000.0,282329984.0,3.9,13.8,23.26,1,4,6,PULLBACK,SEGUIMIENTO,BAJA,4,6.18,3,,,,NUEVA INCORPORACIÓN,BAJA
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,CORE,213304295424.0,0.41,0.42848,DEFENSIVO,-1,156.04,48.89,159.46,147.77,True,True,True,26.01,18173999104.0,8240000000.0,258.08,170.54,9.29,3,3,5,PULLBACK EN TENDENCIA,SEGUIMIENTO,BAJA,4,5.8,5,5.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers,GROWTH,8470156288.0,0.943,-0.12236,BALANCEADO,1,48.8,36.28,64.28,85.69,False,True,False,,-138772000.0,-105663000.0,0.1,91.03,86.54,2,2,5,PULLBACK,SEGUIMIENTO,BAJA,4,6.0,4,,,,NUEVA INCORPORACIÓN,BAJA
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,CORE,255349735424.0,0.408,0.12538,DEFENSIVO,-1,281.32,52.08,284.38,312.42,True,True,False,21.26,21624999936.0,12056000512.0,81.62,357.81,27.19,2,4,5,PULLBACK,SEGUIMIENTO,BAJA,4,4.0,8,5.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,CORE,337222598656.0,1.519,0.43526,AGRESIVO,1,720.59,53.41,712.71,551.48,True,False,True,38.35,13960999936.0,8883999744.0,206.67,742.18,3.0,2,2,5,TENDENCIA FIRME,SEGUIMIENTO,BAJA,4,5.0,7,,,,NUEVA INCORPORACIÓN,BAJA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,CORE,419734945792.0,1.669,0.42762002,AGRESIVO,0,98.95,65.74,88.47,107.01,True,False,False,39.11,13659992064.0,10981200896.0,63.78,113.43,14.63,1,4,5,SIN SETUP,SEGUIMIENTO,BAJA,4,6.75,2,5.0,SEGUIMIENTO,0.0,SIN CAMBIOS,BAJA
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,GROWTH,38893391872.0,2.205,-0.18837999,ESPECULATIVO,-1,68.31,49.77,71.81,58.18,True,True,True,,-185512992.0,-198208992.0,15.39,87.58,28.21,3,2,4,PULLBACK EN TENDENCIA,EVITAR,NULA,0,5.0,7,,,,NUEVA INCORPORACIÓN,IGNORAR
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,GROWTH,63183556608.0,2.464,0.21993999,ESPECULATIVO,-1,70.18,43.71,79.23,107.63,True,True,False,34.23,,1883000064.0,136.04,111.59,59.0,2,3,4,PULLBACK,EVITAR,NULA,0,5.5,6,,,,NUEVA INCORPORACIÓN,IGNORAR
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,CORE,220974743552.0,0.532,,DEFENSIVO,-1,309.66,40.71,321.53,308.76,False,True,True,25.91,14593999872.0,8562999808.0,,344.85,11.36,2,3,4,PULLBACK,EVITAR,NULA,0,6.83,1,5.0,SEGUIMIENTO,-1.0,DETERIORANDO,IGNORAR
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,CORE,580339826688.0,0.329,0.35029998,DEFENSIVO,-1,240.82,51.43,239.35,198.85,True,False,True,21.83,33835999232.0,26804000768.0,60.5,241.08,0.11,2,3,4,TENDENCIA FIRME,EVITAR,NULA,0,4.0,8,4.0,TOMA DE GANANCIA,0.0,CAMBIO DE ESTADO,IGNORAR
SPY,State Street SPDR S&P 500 ETF Trust,,,ETF,604019884032.0,,,SIN DATO,0,658.13,47.45,675.84,662.88,True,True,True,26.11,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
QQQ,Invesco QQQ Trust,,,ETF,231127089152.0,,,SIN DATO,0,587.96,48.44,602.56,595.25,True,True,True,31.65,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
DIA,State Street SPDR Dow Jones Industrial Average ETF Trust,,,ETF,37877874688.0,,,SIN DATO,0,466.23,46.64,481.3,467.56,True,True,True,22.79,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
IWM,iShares Russell 2000 ETF,,,ETF,71033978880.0,,,SIN DATO,0,252.74,52.01,256.79,243.06,True,True,True,18.46,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
EEM,iShares MSCI Emerging Markets ETF,,,ETF,42962038784.0,,,SIN DATO,0,57.1,48.04,59.08,54.17,True,True,True,15.09,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
XLK,State Street Technology Select Sector SPDR ETF,,,ETF,37176451072.0,,,SIN DATO,0,136.65,50.05,139.43,138.55,True,True,True,33.66,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
IVV,iShares Core S&P 500 ETF,,,ETF,410953318400.0,,,SIN DATO,0,661.17,47.56,678.77,665.91,True,True,True,26.11,,,,,,3,0,3,PULLBACK EN TENDENCIA,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,GROWTH,8586500608.0,,-0.89481,SIN DATO,0,48.03,46.21,53.26,68.17,True,True,False,,-171512992.0,-245028000.0,270.11,75.43,57.04,2,1,3,PULLBACK,EVITAR,NULA,0,4.0,8,,,,NUEVA INCORPORACIÓN,IGNORAR
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,CORE,397331529728.0,0.587,0.07231,DEFENSIVO,-1,198.73,52.41,188.82,162.7,False,False,True,29.97,37631000576.0,12298999808.0,24.32,203.0,2.15,1,3,3,SIN SETUP,EVITAR,NULA,0,3.0,9,3.0,EVITAR,0.0,SIN CAMBIOS,IGNORAR
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,CORE,676182360064.0,0.288,0.110810004,DEFENSIVO,-1,162.28,56.17,152.26,124.03,False,False,True,24.22,59385999360.0,28843999232.0,18.94,160.17,-1.3,1,3,3,SIN SETUP,TOMA DE GANANCIA,NULA,0,3.0,9,3.0,EVITAR,0.0,CAMBIO DE ESTADO,IGNORAR
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,GROWTH,1270571648.0,2.07,-0.55012,ESPECULATIVO,-1,8.74,47.19,9.81,16.15,True,True,False,,-453099008.0,-434502016.0,8.37,8.82,0.89,2,1,2,PULLBACK,EVITAR,NULA,0,6.18,3,,,,NUEVA INCORPORACIÓN,IGNORAR
XLF,State Street Financial Select Sector SPDR ETF,,,ETF,44075069440.0,,,SIN DATO,0,49.89,49.9,51.2,52.7,True,True,False,16.69,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
ARKK,ARK Innovation ETF,,,ETF,,,,SIN DATO,0,68.92,46.99,71.87,77.4,True,True,False,38.3,,,,,,2,0,2,PULLBACK,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
XLE,State Street Energy Select Sector SPDR ETF,,,ETF,11095956480.0,,,SIN DATO,0,59.52,56.67,55.83,47.23,False,False,True,22.88,,,,,,1,0,1,SIN SETUP,EVITAR,NULA,0,2.6,10,,,,NUEVA INCORPORACIÓN,IGNORAR
